Genotype,Cluster,ligand,receptor,prob,interaction_name,interaction_name_2,pathway_name,annotation,evidence,probWT,LFCprob,Columns
AKP,Stem (Oncogene) 1,Col1a2,Cd44,0.018062297107634736,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col1a2,Cd44,0.02328896450304538,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.020344661169163364,0.13516109483741517,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col1a2,Cd44,0.0333632118790915,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.061100878656871395,-0.6050723945050899,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col1a2,Cd44,0.020367323599517234,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.022042139367565692,-0.0790242147831813,AKP_Transit Amplifying
AKP,Stem (Stroma),Col1a2,Cd44,0.03075807157373296,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.034551826231235885,-0.11630795643952,AKP_Stem (Stroma)
AKP,Early Absorptive,Col1a2,Cd44,0.025517495922518847,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Secretory,Col1a2,Cd44,0.021698191335444227,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col1a2,Cd44,0.023334992280747566,COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a1,Cd44,0.011085517147734895,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a1,Cd44,0.014322768868920989,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012367650059938675,0.14676630215436517,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a1,Cd44,0.02060025960828314,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03775955439598175,-0.6059348621938268,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a1,Cd44,0.012511543863848474,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.013408667693898388,-0.06924961342849228,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a1,Cd44,0.018972144508940896,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.021124394867186737,-0.10745670254762951,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a1,Cd44,0.015707118738562894,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Secretory,Col4a1,Cd44,0.013336077217114075,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col4a1,Cd44,0.014351336440292854,COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a2,Cd44,0.007165921624515635,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a2,Cd44,0.009269280947315165,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008864051414147185,0.044701878537220914,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a2,Cd44,0.013361916128115025,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0272613025541276,-0.7130596271558609,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a2,Cd44,0.008091862344860284,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009613032387580874,-0.17226081032409696,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a2,Cd44,0.012298690484898267,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.015178245101042263,-0.21037036722445826,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a2,Cd44,0.01017023178340867,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Secretory,Col4a2,Cd44,0.008627675477160672,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col4a2,Cd44,0.00928786402869098,COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a5,Cd44,0.004807548296048455,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0028905501896321793,0.5087403833699663,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a5,Cd44,0.006223010835150573,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0041913790643796,0.3952240346393503,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a5,Cd44,0.008982831409853486,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.013017922916983742,-0.3710119594861747,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a5,Cd44,0.0054304198595166615,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004547347221419522,0.17747241847488684,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a5,Cd44,0.008265136441950077,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007201238169265925,0.13779326034882164,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a5,Cd44,0.006829913052461976,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Col4a5,Cd44,0.004865693378263243,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,Secretory,Col4a5,Cd44,0.005791031018917446,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col4a5,Cd44,0.006235525183063909,COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col6a1,Cd44,0.015388299243734896,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col6a1,Cd44,0.019856842058758505,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.015951064975820044,0.2190230391948191,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col6a1,Cd44,0.028489741551952986,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.048339950129798706,-0.5287142666866853,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col6a1,Cd44,0.01735811483948403,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.017288428137672424,0.004022727221701924,AKP_Transit Amplifying
AKP,Stem (Stroma),Col6a1,Cd44,0.026254806494121298,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.027175185553964407,-0.03445518428273029,AKP_Stem (Stroma)
AKP,Early Absorptive,Col6a1,Cd44,0.021764270433917307,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Secretory,Col6a1,Cd44,0.018496063527997583,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col6a1,Cd44,0.019896224845479385,COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col6a2,Cd44,0.005795115669774823,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col6a2,Cd44,0.007499151739081385,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005810783161529579,0.25507455546627766,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col6a2,Cd44,0.010818762197172994,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.017986003356386306,-0.5083119967510475,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col6a2,Cd44,0.00654509612075811,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.006303414537552481,0.03762460872811221,AKP_Transit Amplifying
AKP,Stem (Stroma),Col6a2,Cd44,0.009955856760203673,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009971902670967502,-0.0016104082636141277,AKP_Stem (Stroma)
AKP,Early Absorptive,Col6a2,Cd44,0.00822947960685315,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Col6a2,Cd44,0.005865134531892722,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,Secretory,Col6a2,Cd44,0.006979208776550871,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col6a2,Cd44,0.007514212975905596,COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col6a3,Cd44,0.01026338178827318,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col6a3,Cd44,0.013263769285934798,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011649941564380652,0.1297350401718138,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col6a3,Cd44,0.019086101200908236,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0356214716978713,-0.6239882092798462,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col6a3,Cd44,0.01158488899958342,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012631320418144083,-0.08647790062189598,AKP_Transit Amplifying
AKP,Stem (Stroma),Col6a3,Cd44,0.017575508177091352,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01990876632660066,-0.1246538016059332,AKP_Stem (Stroma)
AKP,Early Absorptive,Col6a3,Cd44,0.014547273476085067,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Secretory,Col6a3,Cd44,0.012349117816270985,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col6a3,Cd44,0.013290253102876407,COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Lama4,Cd44,0.0015934572363218498,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Lama4,Cd44,0.0020645740896188896,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017317357496493605,0.1757997241257665,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Lama4,Cd44,0.002985725372915821,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.005406687441373596,-0.5937938791106521,AKP_Stem (Reserve)
AKP,Transit Amplifying,Lama4,Cd44,0.0018006608700106674,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.0018792039325348973,-0.04269449949977884,AKP_Transit Amplifying
AKP,Stem (Stroma),Lama4,Cd44,0.0027458493813843463,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.002980594247978425,-0.08203223705699625,AKP_Stem (Stroma)
AKP,Early Absorptive,Lama4,Cd44,0.002266847786513589,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Secretory,Lama4,Cd44,0.0019207006116110194,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Lama4,Cd44,0.0020687433142830753,LAMA4_CD44,Lama4  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Lamb1,Cd44,0.004475446632054323,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.0034394648232135136,0.26329026815710366,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Lamb1,Cd44,0.005793699368629193,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.004986085451462529,0.15011988809596927,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Lamb1,Cd44,0.008364728718492347,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.01546020363557006,-0.6142453114748502,AKP_Stem (Reserve)
AKP,Transit Amplifying,Lamb1,Cd44,0.005055509293298321,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.005409180327199259,-0.06761897289277091,AKP_Transit Amplifying
AKP,Stem (Stroma),Lamb1,Cd44,0.007696034360076806,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.008561722256931135,-0.10659619013523458,AKP_Stem (Stroma)
AKP,Early Absorptive,Lamb1,Cd44,0.006359000683326389,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Lamb1,Cd44,0.004529593379143452,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,Secretory,Lamb1,Cd44,0.005391359188858974,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Lamb1,Cd44,0.005805355423296991,LAMB1_CD44,Lamb1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 2,Lamc1,Cd44,0.0017005390376443213,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Lamc1,Cd44,0.002459669085465561,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.004684568222729097,-0.6442469270134389,AKP_Stem (Reserve)
AKP,Stem (Stroma),Lamc1,Cd44,0.0022619610665671973,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,0.002581663869592724,-0.13220193616788292,AKP_Stem (Stroma)
AKP,Early Absorptive,Lamc1,Cd44,0.001867213653868642,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,ER Stress,Lamc1,Cd44,0.0017039743809826949,LAMC1_CD44,Lamc1  - Cd44,LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col1a1,Sdc1,0.06425816713660944,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05179024731633071,0.2157069748707675,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col1a1,Sdc1,0.05968436622497649,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.06108948312471382,-0.023269611918230324,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col1a1,Sdc1,0.07802002730078568,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.11098614273259769,-0.35243979927347535,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col1a1,Sdc1,0.07504793037028352,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.07402548655450301,0.013717534214442079,AKP_Transit Amplifying
AKP,Stem (Stroma),Col1a1,Sdc1,0.08728787979106928,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.08650900645205074,0.008963089848260653,AKP_Stem (Stroma)
AKP,Early Absorptive,Col1a1,Sdc1,0.05876000042938373,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05546548203550949,0.05770047665505059,AKP_Early Absorptive
AKP,Late Absorptive,Col1a1,Sdc1,0.0789203786918375,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05913797633818257,0.2885661838879657,AKP_Late Absorptive
AKP,Secretory,Col1a1,Sdc1,0.041635981486841875,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04726964462641393,-0.12690359381491928,AKP_Secretory
AKP,ER Stress,Col1a1,Sdc1,0.0741246225521991,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col1a2,Sdc1,0.059060114308801086,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.040899406528955615,0.36744025913393963,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col1a2,Sdc1,0.05483462162349558,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04834282786880914,0.12600390278880352,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col1a2,Sdc1,0.07179414540231396,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.08881308975284487,-0.2127311138895542,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col1a2,Sdc1,0.06904145724438666,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05874855291938181,0.16144063223873895,AKP_Transit Amplifying
AKP,Stem (Stroma),Col1a2,Sdc1,0.08038691897113788,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.06884734836160851,0.1549597524173756,AKP_Stem (Stroma)
AKP,Early Absorptive,Col1a2,Sdc1,0.053981054674871506,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.043837515963642215,0.20814316603034735,AKP_Early Absorptive
AKP,Late Absorptive,Col1a2,Sdc1,0.07262830976632435,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04677822658855625,0.4399369366783175,AKP_Late Absorptive
AKP,Secretory,Col1a2,Sdc1,0.03819321855418617,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03729204292569299,0.02387799759008846,AKP_Secretory
AKP,ER Stress,Col1a2,Sdc1,0.06818659889130195,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a1,Sdc1,0.036841584744199886,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.025069250209288033,0.3849852235688849,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a1,Sdc1,0.03414804037054174,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.029720964844785577,0.13885251755268763,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a1,Sdc1,0.045014227661249066,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0555112523386591,-0.20960713499411743,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a1,Sdc1,0.04324048653764941,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03627113241039833,0.17575507024553955,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a1,Sdc1,0.05057645834371936,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.042681296928901685,0.16972540465989844,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a1,Sdc1,0.033605035969366634,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026902059004955865,0.2224731091652464,AKP_Early Absorptive
AKP,Late Absorptive,Col4a1,Sdc1,0.045552510595575156,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.028740852855075237,0.46054618448663603,AKP_Late Absorptive
AKP,Secretory,Col4a1,Sdc1,0.023627731862697943,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02282489242211411,0.034569387785041865,AKP_Secretory
AKP,ER Stress,Col4a1,Sdc1,0.042690441532334374,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.018958721458082278,0.8117109825666,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a2,Sdc1,0.02403655852133274,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.018033148554136343,0.2873642924726543,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a2,Sdc1,0.022257574640141567,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02140795069013812,0.03892000333771007,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a2,Sdc1,0.02945550742239012,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04028413721065736,-0.3130768720005544,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a2,Sdc1,0.02827668938496301,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026175447967049393,0.07721589766070817,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a2,Sdc1,0.033161968392761663,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.030858541296049157,0.07199011158124703,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a2,Sdc1,0.021899359211609407,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0193617650629088,0.12315712835308043,AKP_Early Absorptive
AKP,Late Absorptive,Col4a2,Sdc1,0.029813546544162236,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02069613059828532,0.36501611706000964,AKP_Late Absorptive
AKP,Secretory,Col4a2,Sdc1,0.015342284912012174,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016408105570090478,-0.06716271872509177,AKP_Secretory
AKP,ER Stress,Col4a2,Sdc1,0.027911439866809495,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a5,Sdc1,0.01621658629674309,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008568786863676006,0.6379083975181605,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a5,Sdc1,0.015007471210366236,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01019076842373211,0.3870659038098229,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a5,Sdc1,0.019908515571207003,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.019372141832874293,0.027311512296437884,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a5,Sdc1,0.019104250191254092,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01249211561223561,0.42481313912030755,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a5,Sdc1,0.022441432011377025,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.014764216906157313,0.41870241712465694,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a5,Sdc1,0.01476417764756218,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009206641459610884,0.47227869618130663,AKP_Early Absorptive
AKP,Late Absorptive,Col4a5,Sdc1,0.020152918243905603,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009848169177137775,0.7160635363400751,AKP_Late Absorptive
AKP,Secretory,Col4a5,Sdc1,0.010320965582443322,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007789851615763207,0.28135550820623123,AKP_Secretory
AKP,ER Stress,Col4a5,Sdc1,0.018855181941020115,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0064535564646484985,1.0721564114315982,AKP_ER Stress
