,,phateepi_1,phateepi_2,curatedCLUST,CCATmed,VELOmed,dist,clustDISTmin,Ridge,height,,,
AK,954,-0.028524774,0.005779197,proCSC,0.415418629,86.28768157,0.006529696,0.005289637,Y,0.454888763,,,
AK,955,-0.019131099,-0.004481182,proCSC,0.415418629,86.28768157,0.011720717,0.005289637,,0.439412296,,,
AK,956,0.000434,-0.010713979,TA 1,0.383532139,107.4776891,0.007014578,0.004755062,Y,0.415220448,,,
AK,957,-0.026525006,0.012342834,proCSC,0.415418629,86.28768157,0.007706679,0.005289637,,0.424436353,,,
AK,958,-0.003353623,-0.008641997,TA 1,0.383532139,107.4776891,0.005439382,0.004755062,,0.385812335,,,
AK,959,-0.016548993,-0.00473159,CSC,0.380624416,95.4371654,0.011850584,0.005480045,Y,0.416310579,,,
AK,960,-0.029332773,0.010069143,proCSC,0.415418629,86.28768157,0.0069353,0.005289637,,0.421558419,,,
AK,961,0.007309521,-0.014196812,CSC,0.380624416,95.4371654,0.014241642,0.005480045,Y,0.416310579,,,
AK,962,-0.027609903,0.005680336,proCSC,0.415418629,86.28768157,0.006221896,0.005289637,,0.418896785,,,
AK,963,-0.005102123,-0.011939956,CSC,0.380624416,95.4371654,0.005800324,0.005480045,,0.381667249,,,
AK,964,-0.01766625,-0.004371823,CSC,0.380624416,95.4371654,0.012995953,0.005480045,,0.405096288,,,
AK,965,-0.020758228,-0.003291822,proCSC,0.415418629,86.28768157,0.010293903,0.005289637,,0.434089007,,,
AK,966,-0.016018851,-0.006956851,proCSC,0.415418629,86.28768157,0.015144316,0.005289637,,0.452185375,,,
AK,967,-0.028369587,0.007212501,proCSC,0.415418629,86.28768157,0.005898667,0.005289637,,0.417690854,,,
AK,968,-0.011217387,-0.007929582,CSC,0.380624416,95.4371654,0.006802377,0.005480045,,0.384929943,,,
AK,969,-0.028502171,0.006808037,proCSC,0.415418629,86.28768157,0.006103789,0.005289637,,0.418456141,,,
AK,970,0.007944194,-0.014982602,Early Enterocyte,0.355903285,124.1422337,0.009021451,0.006641666,,0.360818343,,,
AK,971,-0.023833981,0.003612671,proCSC,0.415418629,86.28768157,0.006322152,0.005289637,,0.419270832,,,
AK,972,-0.026116541,0.010414071,proCSC,0.415418629,86.28768157,0.005787037,0.005289637,,0.417274374,,,
AK,973,-0.002295167,0.005967322,revCSC,0.35262134,151.9931311,0.005161478,0.004813433,,0.35343145,,,
AK,974,-0.020726674,-0.004981612,proCSC,0.415418629,86.28768157,0.011529289,0.005289637,,0.438698097,,,
AK,975,-0.020434227,-0.00033,proCSC,0.415418629,86.28768157,0.00847431,0.005289637,,0.4273003,,,
AK,976,0.020305424,0.016445859,Goblet / DCS,0.368606493,107.9212008,0.017253442,0.0136771,Y,0.400164577,,,
AK,977,-0.010617123,-0.008290141,CSC,0.380624416,95.4371654,0.006428797,0.005480045,,0.383713563,,,
AK,978,0.007850611,-0.007747017,Early Enterocyte,0.355903285,124.1422337,0.007612764,0.006641666,,0.35790893,,,
AK,979,-0.000666,-0.011041968,CSC,0.380624416,95.4371654,0.006555305,0.005480045,,0.384125473,,,
AK,980,-0.006537984,-0.006114491,TA 2,0.393207093,109.7732732,0.006991021,0.00446672,Y,0.424232735,,,
AK,981,-0.011337845,-0.008843596,CSC,0.380624416,95.4371654,0.006697251,0.005480045,,0.384587652,,,
AK,982,-0.010386863,-0.009581443,CSC,0.380624416,95.4371654,0.00619499,0.005480045,,0.382952285,,,
AK,983,-0.021879376,0.002969191,proCSC,0.415418629,86.28768157,0.007053249,0.005289637,,0.421998476,,,
AK,984,-0.028443489,0.011487887,proCSC,0.415418629,86.28768157,0.007626034,0.005289637,,0.424135474,,,
AK,985,-0.007376874,-0.012561591,proCSC,0.415418629,86.28768157,0.005289637,0.005289637,Y,0.454888763,,,
AK,986,-0.025948436,0.009109366,proCSC,0.415418629,86.28768157,0.005324657,0.005289637,,0.415549284,,,
AK,987,-0.026701722,0.008969387,proCSC,0.415418629,86.28768157,0.005322508,0.005289637,,0.415541267,,,
AK,988,-0.021837135,-0.000174,proCSC,0.415418629,86.28768157,0.008048473,0.005289637,,0.425711547,,,
AK,989,-0.025468814,0.00785493,proCSC,0.415418629,86.28768157,0.005537548,0.005289637,,0.416343558,,,
AK,990,-0.023953413,0.003349358,proCSC,0.415418629,86.28768157,0.006372328,0.005289637,,0.419458033,,,
AK,991,-0.023826778,0.005261058,proCSC,0.415418629,86.28768157,0.006049063,0.005289637,,0.418251965,,,
AK,992,0.004885192,0.004364021,ER Stress,0.362479375,139.1395025,0.009972365,0.005853808,,0.371090177,,,
AK,993,0.01529092,-0.013143226,Early Enterocyte,0.355903285,124.1422337,0.008740306,0.006641666,,0.360237684,,,
AK,994,-0.016293596,-0.00896425,proCSC,0.415418629,86.28768157,0.016652827,0.005289637,,0.457813466,,,
AK,995,-0.019507906,-0.002701406,proCSC,0.415418629,86.28768157,0.010405043,0.005289637,,0.434503658,,,
AK,996,-0.021100428,-0.00055,proCSC,0.415418629,86.28768157,0.008353026,0.005289637,,0.426847803,,,
AK,997,-0.0166425,-0.003754081,proCSC,0.415418629,86.28768157,0.012474698,0.005289637,,0.442225319,,,
AK,998,0.024346049,0.035060881,Goblet / DCS,0.368606493,107.9212008,0.022810637,0.0136771,Y,0.400164577,,,
AK,999,-0.023382455,0.004568011,proCSC,0.415418629,86.28768157,0.006279038,0.005289637,,0.419109977,,,
AK,1000,-0.024800726,0.007798211,proCSC,0.415418629,86.28768157,0.00566548,0.005289637,,0.416820857,,,
AK,1001,-0.027320863,0.010770557,proCSC,0.415418629,86.28768157,0.006518011,0.005289637,,0.420001561,,,
AK,1002,0.001014552,-0.006250196,Early Enterocyte,0.355903285,124.1422337,0.012337106,0.006641666,,0.367666286,,,
AK,1003,-0.016308257,-0.008160949,proCSC,0.415418629,86.28768157,0.015980121,0.005289637,,0.455303673,,,
AK,1004,-0.02718163,0.004867503,proCSC,0.415418629,86.28768157,0.006402357,0.005289637,,0.419570066,,,
AK,1005,0.002882612,0.015037327,ER Stress,0.362479375,139.1395025,0.006217369,0.005853808,,0.363239484,,,
AK,1006,-0.018251901,0.001840246,proCSC,0.415418629,86.28768157,0.008982528,0.005289637,,0.429196407,,,
AK,1007,-0.011776887,-0.006956944,CSC,0.380624416,95.4371654,0.007377679,0.005480045,,0.386803133,,,
AK,1008,-0.009259619,-0.010159138,CSC,0.380624416,95.4371654,0.005778775,0.005480045,,0.381597083,,,
AK,1009,-0.002086592,-0.012383942,CSC,0.380624416,95.4371654,0.006104043,0.005480045,,0.382656159,,,
AK,1010,0.000948,-0.000156,revCSC,0.35262134,151.9931311,0.007611519,0.004813433,,0.359134167,,,
AK,1011,-0.026864736,0.013041397,proCSC,0.415418629,86.28768157,0.008466097,0.005289637,,0.427269658,,,
AK,1012,-0.023018606,0.000519,proCSC,0.415418629,86.28768157,0.00758647,0.005289637,,0.423987865,,,
AK,1013,0.002567617,0.006471463,ER Stress,0.362479375,139.1395025,0.008934869,0.005853808,,0.36892105,,,
AK,1014,-0.028656439,0.010471134,proCSC,0.415418629,86.28768157,0.006870052,0.005289637,,0.421314987,,,
AK,1015,-0.017919382,-0.00797699,proCSC,0.415418629,86.28768157,0.015003099,0.005289637,,0.451658508,,,
AK,1016,-0.028571344,0.012905406,proCSC,0.415418629,86.28768157,0.008912943,0.005289637,,0.428936794,,,
AK,1017,-0.015525137,-0.007006288,proCSC,0.415418629,86.28768157,0.015523589,0.005289637,,0.453600401,,,
AK,1018,-0.01093757,-0.004382846,TA 2,0.393207093,109.7732732,0.005440205,0.00446672,,0.396587986,,,
AK,1019,-0.004499947,-0.008262852,CSC,0.380624416,95.4371654,0.006510416,0.005480045,Y,0.416310579,,,
AK,1020,-0.028790842,0.010423577,proCSC,0.415418629,86.28768157,0.006907886,0.005289637,,0.421456139,,,
AK,1021,-0.0279157,0.00746884,proCSC,0.415418629,86.28768157,0.005694117,0.005289637,,0.416927701,,,
AK,1022,0.00101713,-0.015183969,CSC,0.380624416,95.4371654,0.008957223,0.005480045,,0.391946144,,,
AK,1023,-0.018777354,0.000764,proCSC,0.415418629,86.28768157,0.008908418,0.005289637,,0.428919911,,,
AK,1024,-0.010773156,-0.004799956,TA 2,0.393207093,109.7732732,0.005749675,0.00446672,,0.39766277,,,
AK,1025,-0.02595645,0.011822994,proCSC,0.415418629,86.28768157,0.007126522,0.005289637,,0.422271847,,,
AK,1026,-0.028915554,0.012304289,proCSC,0.415418629,86.28768157,0.008561214,0.005289637,,0.427624531,,,
AK,1027,0.030708012,-0.004009967,Early Enterocyte,0.355903285,124.1422337,0.020761124,0.006641666,,0.38506472,,,
AK,1028,0.023998503,-0.01012312,Early Enterocyte,0.355903285,124.1422337,0.013968076,0.006641666,,0.371034788,,,
AK,1029,-0.027461863,0.005335476,proCSC,0.415418629,86.28768157,0.006308159,0.005289637,,0.419218624,,,
AK,1030,-0.026851873,0.008192377,proCSC,0.415418629,86.28768157,0.005358453,0.005289637,,0.415675375,,,
AK,1031,-0.027332661,0.003531394,proCSC,0.415418629,86.28768157,0.006956516,0.005289637,,0.421637576,,,
AK,1032,-0.029548231,0.013433969,proCSC,0.415418629,86.28768157,0.009820357,0.005289637,,0.432322256,,,
AK,1033,-0.002807582,-0.015442589,CSC,0.380624416,95.4371654,0.007330077,0.005480045,,0.386648138,,,
AK,1034,-0.028382553,0.008913399,proCSC,0.415418629,86.28768157,0.005648355,0.005289637,,0.416756968,,,
AK,1035,-0.02753445,0.005974957,proCSC,0.415418629,86.28768157,0.006089123,0.005289637,,0.418401425,,,
AK,1036,-0.015022992,-0.003736757,proCSC,0.415418629,86.28768157,0.013557616,0.005289637,,0.446265566,,,
AK,1037,0.014312066,-0.013405092,Early Enterocyte,0.355903285,124.1422337,0.008281801,0.006641666,,0.359290716,,,
AK,1038,-0.024738799,0.009913878,proCSC,0.415418629,86.28768157,0.005707665,0.005289637,,0.416978245,,,
AK,1039,-0.025199189,0.010742349,proCSC,0.415418629,86.28768157,0.006035566,0.005289637,,0.418201609,,,
AK,1040,-0.020566485,-0.001426546,proCSC,0.415418629,86.28768157,0.008996064,0.005289637,,0.42924691,,,
AK,1041,-0.028251229,0.011865719,proCSC,0.415418629,86.28768157,0.007864465,0.005289637,,0.425025034,,,
AK,1042,0.003589871,0.00667624,ER Stress,0.362479375,139.1395025,0.008730786,0.005853808,,0.368494366,,,
AK,1043,-0.007388376,-0.009306032,TA 1,0.383532139,107.4776891,0.006523154,0.004755062,Y,0.415220448,,,
AK,1044,0.002509578,0.014529267,ER Stress,0.362479375,139.1395025,0.006326789,0.005853808,,0.363468251,,,
AK,1045,-0.026543087,0.007703167,proCSC,0.415418629,86.28768157,0.005442361,0.005289637,,0.415988424,,,
AK,1046,-0.004143035,-0.004469636,TA 1,0.383532139,107.4776891,0.005022922,0.004755062,,0.384424666,,,
AK,1047,0.003234035,0.009492263,ER Stress,0.362479375,139.1395025,0.007457498,0.005853808,,0.365832263,,,
AK,1048,-0.007761569,-0.009213779,CSC,0.380624416,95.4371654,0.005581416,0.005480045,,0.380954481,,,
AK,1049,0.006392094,0.004989059,ER Stress,0.362479375,139.1395025,0.009977276,0.005853808,,0.371100445,,,
AK,1050,-0.022735256,0.00221979,proCSC,0.415418629,86.28768157,0.007004817,0.005289637,,0.42181778,,,
AK,1051,0.019309464,-0.012830197,Goblet / DCS,0.368606493,107.9212008,0.027034141,0.0136771,Y,0.400164577,,,
AK,1052,-0.02789959,0.009698057,proCSC,0.415418629,86.28768157,0.00586151,0.005289637,,0.417552226,,,
AK,1053,-0.017008938,-0.006573906,proCSC,0.415418629,86.28768157,0.014282518,0.005289637,,0.448970097,,,
AK,1054,-0.019496384,0.00276263,proCSC,0.415418629,86.28768157,0.008215832,0.005289637,,0.426335945,,,
AK,1055,-0.018463778,0.000751,proCSC,0.415418629,86.28768157,0.009081129,0.005289637,,0.429564276,,,
AK,1056,-0.029386631,0.010531717,proCSC,0.415418629,86.28768157,0.007317501,0.005289637,Y,0.454888763,,,
AK,1057,-0.02585172,0.002311532,proCSC,0.415418629,86.28768157,0.006928899,0.005289637,,0.421534538,,,
AK,1058,0.009139238,-0.004292881,Early Enterocyte,0.355903285,124.1422337,0.00979408,0.006641666,,0.362414082,,,
AK,1059,-0.002707036,-0.011849898,CSC,0.380624416,95.4371654,0.005984527,0.005480045,,0.382267014,,,
AK,1060,-0.025581983,0.011236819,proCSC,0.415418629,86.28768157,0.006544667,0.005289637,,0.42010101,,,
AK,1061,-0.023167846,0.006384104,proCSC,0.415418629,86.28768157,0.006187617,0.005289637,,0.418768894,,,
AK,1062,-0.028717113,0.013990377,proCSC,0.415418629,86.28768157,0.009947904,0.005289637,,0.432798122,,,
AK,1063,-0.003335548,-0.008685006,TA 1,0.383532139,107.4776891,0.005462121,0.004755062,,0.385888104,,,
AK,1064,-0.005121798,-0.013441411,CSC,0.380624416,95.4371654,0.006225099,0.005480045,,0.383050319,,,
AK,1065,-0.023889033,0.003178325,proCSC,0.415418629,86.28768157,0.00643652,0.005289637,,0.419697524,,,
AK,1066,-0.007629068,-0.011392997,CSC,0.380624416,95.4371654,0.00561932,0.005480045,,0.381077896,,,
AK,1067,-0.028155056,0.00944306,proCSC,0.415418629,86.28768157,0.005761251,0.005289637,,0.41717817,,,
AK,1068,-0.020238559,0.00333437,proCSC,0.415418629,86.28768157,0.007731923,0.005289637,,0.424530533,,,
AK,1069,-0.002665923,0.006761098,revCSC,0.35262134,151.9931311,0.005090504,0.004813433,,0.353266252,,,
AK,1070,-0.024687237,0.006441392,proCSC,0.415418629,86.28768157,0.00579742,0.005289637,,0.417313113,,,
AK,1071,-0.008125884,-0.010418667,CSC,0.380624416,95.4371654,0.005529797,0.005480045,,0.380786408,,,
AK,1072,0.001595959,0.00383132,ER Stress,0.362479375,139.1395025,0.011062619,0.005853808,,0.373369605,,,
AK,1073,-0.02738049,0.014444607,proCSC,0.415418629,86.28768157,0.009927091,0.005289637,Y,0.454888763,,,
AK,1074,-0.016319775,-0.002723001,proCSC,0.415418629,86.28768157,0.012080828,0.005289637,,0.44075583,,,
AK,1075,-0.018610706,-0.006233417,proCSC,0.415418629,86.28768157,0.013271939,0.005289637,,0.445199737,,,
AK,1076,-0.019962255,0.002561898,proCSC,0.415418629,86.28768157,0.007988838,0.005289637,,0.425489055,,,
AK,1077,0.008478562,-0.013770518,Goblet / DCS,0.368606493,107.9212008,0.029631821,0.0136771,Y,0.400164577,,,
AK,1078,-0.021506767,0.004597654,proCSC,0.415418629,86.28768157,0.006938348,0.005289637,,0.421569792,,,
AK,1079,-0.008516825,-0.009973082,CSC,0.380624416,95.4371654,0.005633228,0.005480045,,0.381123184,,,
AK,1080,-0.007510655,-0.007519577,TA 1,0.383532139,107.4776891,0.005984197,0.004755062,,0.387627692,,,
AK,1081,-0.027387385,0.005951301,proCSC,0.415418629,86.28768157,0.006064048,0.005289637,,0.418307872,,,
AK,1082,0.004643626,0.004517181,ER Stress,0.362479375,139.1395025,0.009898958,0.005853808,,0.370936702,,,
AK,1083,0.001295965,-0.018808687,CSC,0.380624416,95.4371654,0.01194033,0.005480045,Y,0.416310579,,,
AK,1084,-0.007530756,-0.015968533,proCSC,0.415418629,86.28768157,0.005289637,0.005289637,Y,0.454888763,,,
AK,1085,-0.026540052,0.00499849,proCSC,0.415418629,86.28768157,0.006185766,0.005289637,,0.418761988,,,
AK,1086,0.00189802,-0.015017921,CSC,0.380624416,95.4371654,0.009650441,0.005480045,,0.394203269,,,
AK,1087,-0.027602448,0.013670264,proCSC,0.415418629,86.28768157,0.009254704,0.005289637,,0.430211864,,,
AK,1088,-0.028651471,0.009343366,proCSC,0.415418629,86.28768157,0.005966212,0.005289637,,0.417942855,,,
AK,1089,-0.027526681,0.013867231,proCSC,0.415418629,86.28768157,0.009424012,0.005289637,,0.430843536,,,
AK,1090,0.011713433,-0.009882706,Early Enterocyte,0.355903285,124.1422337,0.006738826,0.006641666,,0.356103953,,,
AK,1091,-0.002812548,-0.008952445,TA 1,0.383532139,107.4776891,0.005495385,0.004755062,,0.38599894,,,
AK,1092,-0.00274824,-0.01167515,CSC,0.380624416,95.4371654,0.00600176,0.005480045,,0.382323125,,,
AK,1093,-0.029025285,0.010412011,proCSC,0.415418629,86.28768157,0.007021483,0.005289637,,0.421879961,,,
AK,1094,0.014277756,-0.012605163,Early Enterocyte,0.355903285,124.1422337,0.007914031,0.006641666,,0.358531148,,,
AK,1095,-0.028157088,0.012747981,proCSC,0.415418629,86.28768157,0.008615947,0.005289637,,0.427828732,,,
AK,1096,-0.014552445,-0.008610922,proCSC,0.415418629,86.28768157,0.017335657,0.005289637,,0.460361029,,,
AK,1097,-0.005846228,-0.003803201,ER Stress,0.362479375,139.1395025,0.005853808,0.005853808,Y,0.386956869,,,
AK,1098,0.017230225,-0.011820802,Early Enterocyte,0.355903285,124.1422337,0.009362685,0.006641666,,0.361523107,,,
AK,1099,-0.027676855,0.007901675,proCSC,0.415418629,86.28768157,0.005552887,0.005289637,,0.416400786,,,
AK,1100,-0.025918136,0.004098862,proCSC,0.415418629,86.28768157,0.006354507,0.005289637,,0.419391545,,,
AK,1101,-0.001595368,-0.015915996,CSC,0.380624416,95.4371654,0.007855723,0.005480045,,0.388359648,,,
AK,1102,-0.008094967,-0.008640147,CSC,0.380624416,95.4371654,0.00571152,0.005480045,,0.381378101,,,
AK,1103,-0.002030272,-0.01330793,CSC,0.380624416,95.4371654,0.006382098,0.005480045,,0.383561511,,,
AK,1104,-0.002852026,-0.001335467,TA 2,0.393207093,109.7732732,0.007617047,0.00446672,,0.404148113,,,
AK,1105,-0.018607407,-0.003754853,proCSC,0.415418629,86.28768157,0.011475792,0.005289637,,0.438498505,,,
AK,1106,0.024205016,-0.005114127,Late Enterocyte,0.342116418,149.8248512,0.010530304,0.009002585,,0.344045184,,,
AK,1107,-0.011829108,-0.011551646,proCSC,0.415418629,86.28768157,0.021342018,0.005289637,,0.475308331,,,
AK,1108,0.00968924,-0.004036812,Early Enterocyte,0.355903285,124.1422337,0.009923901,0.006641666,Y,0.383337835,,,
AK,1109,-0.003843893,-0.007899464,TA 1,0.383532139,107.4776891,0.005218153,0.004755062,,0.385075187,,,
AK,1110,-0.027399656,0.011004364,proCSC,0.415418629,86.28768157,0.006744376,0.005289637,,0.420846104,,,
AK,1111,0.019067552,-0.01028867,Early Enterocyte,0.355903285,124.1422337,0.010513689,0.006641666,,0.363900317,,,
AK,1112,0.009802006,-0.009276317,Early Enterocyte,0.355903285,124.1422337,0.006718462,0.006641666,,0.356061895,,,
AK,1113,-0.002806405,-0.013698673,CSC,0.380624416,95.4371654,0.006338969,0.005480045,,0.383421081,,,
AK,1114,0.010476402,-0.013802671,Early Enterocyte,0.355903285,124.1422337,0.007959218,0.006641666,,0.358624475,,,
AK,1115,-0.024979276,0.001901691,proCSC,0.415418629,86.28768157,0.006873689,0.005289637,,0.421328558,,,
AK,1116,-0.016096537,-0.006925435,proCSC,0.415418629,86.28768157,0.015088118,0.005289637,,0.451975706,,,
AK,1117,-0.029324046,0.012441006,proCSC,0.415418629,86.28768157,0.008863975,0.005289637,,0.428754098,,,
AK,1118,0.011913977,-0.010870427,Early Enterocyte,0.355903285,124.1422337,0.00678626,0.006641666,,0.356201921,,,
AK,1119,-0.004695467,-0.011093288,CSC,0.380624416,95.4371654,0.005797443,0.005480045,,0.381657869,,,
AK,1120,-0.027978358,0.008500894,proCSC,0.415418629,86.28768157,0.005505441,0.005289637,,0.416223771,,,
AK,1121,-0.028179708,0.007711304,proCSC,0.415418629,86.28768157,0.005748181,0.005289637,,0.417129407,,,
AK,1122,-0.028368621,0.007450466,proCSC,0.415418629,86.28768157,0.005851849,0.005289637,,0.417516182,,,
AK,1123,-0.011313917,-0.007983491,CSC,0.380624416,95.4371654,0.006844616,0.005480045,,0.385067474,,,
AK,1124,0.012416051,-0.010822673,Early Enterocyte,0.355903285,124.1422337,0.006872987,0.006641666,,0.356381041,,,
AK,1125,-0.02233848,-0.000799,proCSC,0.415418629,86.28768157,0.00823389,0.005289637,,0.426403318,,,
AK,1126,-0.028686851,0.010361412,proCSC,0.415418629,86.28768157,0.006803869,0.005289637,,0.421068066,,,
AK,1127,-0.022509452,0.004912618,proCSC,0.415418629,86.28768157,0.006482975,0.005289637,,0.419870846,,,
AK,1128,-0.01737819,-0.004505796,CSC,0.380624416,95.4371654,0.012683807,0.005480045,,0.404079938,,,
AK,1129,-0.003282485,-0.007612659,TA 1,0.383532139,107.4776891,0.005048893,0.004755062,,0.384511202,,,
AK,1130,-0.027868826,0.005753536,proCSC,0.415418629,86.28768157,0.006280438,0.005289637,,0.4191152,,,
AK,1131,-0.023661219,-0.00031,proCSC,0.415418629,86.28768157,0.007962861,0.005289637,,0.42539214,,,
AK,1132,-0.027444378,0.008086862,proCSC,0.415418629,86.28768157,0.005473412,0.005289637,,0.416104271,,,
AK,1133,0.022425069,-0.007854506,Early Enterocyte,0.355903285,124.1422337,0.012967928,0.006641666,,0.368969146,,,
AK,1134,-0.005280944,-0.008145375,TA 1,0.383532139,107.4776891,0.005509345,0.004755062,,0.386045457,,,
AK,1135,-0.028680599,0.013755332,proCSC,0.415418629,86.28768157,0.009717235,0.005289637,,0.431937521,,,
AK,1136,-0.002247897,-0.012780468,CSC,0.380624416,95.4371654,0.006163266,0.005480045,,0.38284899,,,
AK,1137,-0.023885751,0.006949438,proCSC,0.415418629,86.28768157,0.005982305,0.005289637,,0.418002897,,,
AK,1138,-0.002415309,-0.008563099,TA 1,0.383532139,107.4776891,0.005284502,0.004755062,,0.385296267,,,
AK,1139,-0.027715968,0.009212871,proCSC,0.415418629,86.28768157,0.005453073,0.005289637,,0.416028392,,,
AK,1140,-0.028585278,0.012079781,proCSC,0.415418629,86.28768157,0.008217202,0.005289637,,0.426341056,,,
AK,1141,-0.02390151,-2.56E-05,proCSC,0.415418629,86.28768157,0.00783205,0.005289637,,0.424904097,,,
AK,1142,-0.028949451,0.012378472,proCSC,0.415418629,86.28768157,0.00864234,0.005289637,,0.427927202,,,
AK,1143,0.009803583,-0.012949823,Early Enterocyte,0.355903285,124.1422337,0.007524986,0.006641666,,0.357727638,,,
AK,1144,-0.026702104,0.009914336,proCSC,0.415418629,86.28768157,0.005526445,0.005289637,,0.416302134,,,
AK,1145,-0.028478077,0.006940721,proCSC,0.415418629,86.28768157,0.006052516,0.005289637,,0.418264849,,,
AK,1146,-0.025391662,0.006247505,proCSC,0.415418629,86.28768157,0.005750294,0.005289637,,0.417137292,,,
AK,1147,-0.019040142,-0.004656769,CSC,0.380624416,95.4371654,0.014075841,0.005480045,,0.408612415,,,
AK,1148,-0.0254357,0.005394913,proCSC,0.415418629,86.28768157,0.005947519,0.005289637,,0.417873116,,,
AK,1149,-0.021100952,-0.002149937,proCSC,0.415418629,86.28768157,0.009287516,0.005289637,,0.430334284,,,
AK,1150,-0.027144444,0.007582052,proCSC,0.415418629,86.28768157,0.005507728,0.005289637,,0.416232301,,,
AK,1151,-0.028824583,0.011678676,proCSC,0.415418629,86.28768157,0.007973692,0.005289637,,0.425432548,,,
AK,1152,-0.028842959,0.012489258,proCSC,0.415418629,86.28768157,0.008689675,0.005289637,,0.428103804,,,
AK,1153,-0.028407965,0.008976666,proCSC,0.415418629,86.28768157,0.005676088,0.005289637,,0.416860434,,,
AK,1154,-0.027667175,0.005447835,proCSC,0.415418629,86.28768157,0.00632931,0.005289637,,0.419297537,,,
AK,1155,0.020523468,-0.007672465,Late Enterocyte,0.342116418,149.8248512,0.011403906,0.009002585,,0.34514812,,,
AK,1156,0.015881987,0.003747761,Goblet / DCS,0.368606493,107.9212008,0.018405666,0.0136771,Y,0.400164577,,,
AK,1157,-0.013429284,-0.007948491,CSC,0.380624416,95.4371654,0.008026128,0.005480045,,0.38891449,,,
AK,1158,-0.019655541,-0.005476101,proCSC,0.415418629,86.28768157,0.012269373,0.005289637,,0.441459273,,,
AK,1159,-0.017956049,-0.001686542,proCSC,0.415418629,86.28768157,0.010622639,0.005289637,,0.435315484,,,
AK,1160,-0.027336917,0.009794893,proCSC,0.415418629,86.28768157,0.005663257,0.005289637,,0.416812564,,,
AK,1161,-0.027074937,0.00679773,proCSC,0.415418629,86.28768157,0.005705261,0.005289637,,0.416969276,,,
AK,1162,-0.024870176,0.002684367,proCSC,0.415418629,86.28768157,0.006579299,0.005289637,,0.42023022,,,
AK,1163,-0.024834676,0.003797366,proCSC,0.415418629,86.28768157,0.006271111,0.005289637,,0.419080403,,,
AK,1164,-0.001934748,-0.009449968,Early Enterocyte,0.355903285,124.1422337,0.014174724,0.006641666,,0.371461586,,,
AK,1165,-0.029258015,0.012681786,proCSC,0.415418629,86.28768157,0.009031537,0.005289637,,0.429379254,,,
AK,1166,0.003964505,0.004627238,ER Stress,0.362479375,139.1395025,0.00991837,0.005853808,,0.370977289,,,
AK,1167,-0.011448849,-0.008428983,CSC,0.380624416,95.4371654,0.006803654,0.005480045,,0.384934101,,,
AK,1168,0.000827,-0.007494762,Early Enterocyte,0.355903285,124.1422337,0.012009939,0.006641666,,0.366990577,,,
AK,1169,-0.023223898,0.00336397,proCSC,0.415418629,86.28768157,0.006486911,0.005289637,,0.419885527,,,
AK,1170,-0.027873422,0.010227478,proCSC,0.415418629,86.28768157,0.006260856,0.005289637,,0.41904214,,,
AK,1171,0.007625466,0.000223,ER Stress,0.362479375,139.1395025,0.013971257,0.005853808,Y,0.386956869,,,
AK,1172,-0.016720021,-0.004147498,proCSC,0.415418629,86.28768157,0.012678465,0.005289637,,0.442985549,,,
AK,1173,-0.017362547,-0.002739357,proCSC,0.415418629,86.28768157,0.011467433,0.005289637,,0.438467319,,,
AK,1174,-0.0140147,-0.006837688,CSC,0.380624416,95.4371654,0.008672679,0.005480045,,0.391019665,,,
AK,1175,-0.013354029,-0.006801665,TA 1,0.383532139,107.4776891,0.010545728,0.004755062,Y,0.415220448,,,
AK,1176,-0.021074663,0.000606,proCSC,0.415418629,86.28768157,0.007988887,0.005289637,,0.425489238,,,
AK,1177,-0.026995126,0.009194265,proCSC,0.415418629,86.28768157,0.005318145,0.005289637,,0.415524987,,,
AK,1178,-0.004325764,-0.011516393,CSC,0.380624416,95.4371654,0.005867876,0.005480045,,0.381887198,,,
AK,1179,-0.02588876,0.002820443,proCSC,0.415418629,86.28768157,0.006785843,0.005289637,,0.421000812,,,
AK,1180,-0.00565791,-0.012372439,CSC,0.380624416,95.4371654,0.005791058,0.005480045,,0.381637078,,,
AK,1181,-0.028844998,0.011346992,proCSC,0.415418629,86.28768157,0.007681987,0.005289637,,0.424344229,,,
AK,1182,-0.028426116,0.007282107,proCSC,0.415418629,86.28768157,0.005908775,0.005289637,,0.417728565,,,
AK,1183,0.022555023,-0.006276249,Late Enterocyte,0.342116418,149.8248512,0.010791252,0.009002585,,0.344374636,,,
AK,1184,-0.029000315,0.01017547,proCSC,0.415418629,86.28768157,0.006815376,0.005289637,,0.421110997,,,
AK,1185,0.017905073,-0.00991674,Early Enterocyte,0.355903285,124.1422337,0.009618519,0.006641666,,0.36205149,,,
AK,1186,-0.001067689,-0.013856181,CSC,0.380624416,95.4371654,0.006868689,0.005480045,,0.385145855,,,
AK,1187,-0.003184878,-0.015544539,CSC,0.380624416,95.4371654,0.007285332,0.005480045,,0.386502449,,,
AK,1188,3.84E-05,-0.014669084,CSC,0.380624416,95.4371654,0.007909272,0.005480045,,0.388534006,,,
AK,1189,-0.004096314,-0.011261653,CSC,0.380624416,95.4371654,0.005892103,0.005480045,,0.381966081,,,
AK,1190,-0.029123738,0.013660216,proCSC,0.415418629,86.28768157,0.009832724,0.005289637,,0.432368398,,,
