AUC,avg_diff,power,avg_logFC,pct.1,pct.2,cluster,gene
0.62,0.321710257,0.24,0.321710257,0.683,0.561,Stromal 2,SLIRP
0.62,0.269525677,0.24,0.269525677,0.816,0.739,Stromal 2,PSMA7
0.62,0.251578939,0.24,0.251578939,0.936,0.912,Stromal 2,CIRBP
0.619,0.454112782,0.238,0.454112782,0.267,0.032,Stromal 2,LAMC3
0.619,0.450764934,0.238,0.450764934,0.476,0.264,Stromal 2,BHLHE40
0.619,0.42624186,0.238,0.42624186,0.292,0.059,Stromal 2,TSPAN33
0.619,0.358324252,0.238,0.358324252,0.604,0.454,Stromal 2,MAGED2
0.381,-0.358136142,0.238,-0.358136142,0.801,0.843,Stromal 2,IFITM2
0.618,0.917046161,0.236,0.917046161,0.251,0.019,Stromal 2,NPY
0.618,0.376948065,0.236,0.376948065,0.574,0.389,Stromal 2,PKIG
0.618,0.354899834,0.236,0.354899834,0.542,0.351,Stromal 2,ARL3
0.618,0.33696511,0.236,0.33696511,0.972,0.95,Stromal 2,ACTG1
0.618,0.319065853,0.236,0.319065853,0.654,0.525,Stromal 2,ACADVL
0.618,0.291728511,0.236,0.291728511,0.832,0.663,Stromal 2,CEBPD
0.618,0.278806172,0.236,0.278806172,0.772,0.681,Stromal 2,NDUFB4
0.617,0.45886527,0.234,0.45886527,0.358,0.141,Stromal 2,VEGFA
0.617,0.407250089,0.234,0.407250089,0.536,0.344,Stromal 2,CTNNB1
0.617,0.392698173,0.234,0.392698173,0.474,0.264,Stromal 2,ST5
0.617,0.328601925,0.234,0.328601925,0.62,0.436,Stromal 2,TGFB1I1
0.617,0.259785268,0.234,0.259785268,0.869,0.742,Stromal 2,PTMS
0.616,0.459723944,0.232,0.459723944,0.396,0.185,Stromal 2,TGIF1
0.616,0.454743791,0.232,0.454743791,0.339,0.123,Stromal 2,USP10
0.616,0.416102209,0.232,0.416102209,0.296,0.071,Stromal 2,GCLC
0.616,0.411943156,0.232,0.411943156,0.305,0.07,Stromal 2,HHIP
0.616,0.293531288,0.232,0.293531288,0.839,0.755,Stromal 2,HMGN2
0.384,-0.431955761,0.232,-0.431955761,0.104,0.333,Stromal 2,DAB2
0.615,0.288294449,0.23,0.288294449,0.719,0.585,Stromal 2,VAMP2
0.614,0.396734736,0.228,0.396734736,0.31,0.092,Stromal 2,ADGRE5
0.613,0.404137642,0.226,0.404137642,0.321,0.114,Stromal 2,GPSM3
0.613,0.304326921,0.226,0.304326921,0.65,0.517,Stromal 2,YWHAZ
0.387,-0.462407095,0.226,-0.462407095,0.239,0.436,Stromal 2,GGT5
0.612,0.391300074,0.224,0.391300074,0.429,0.243,Stromal 2,FNDC3B
0.388,-0.478863692,0.224,-0.478863692,0.223,0.421,Stromal 2,TNFSF10
0.611,0.408802325,0.222,0.408802325,0.342,0.129,Stromal 2,LMCD1
0.611,0.404621098,0.222,0.404621098,0.337,0.129,Stromal 2,MMD
0.611,0.401450575,0.222,0.401450575,0.302,0.087,Stromal 2,TOX
0.611,0.362531793,0.222,0.362531793,0.609,0.483,Stromal 2,PLD3
0.611,0.35179006,0.222,0.35179006,0.466,0.297,Stromal 2,SMARCB1
0.611,0.28518325,0.222,0.28518325,0.816,0.699,Stromal 2,SAT1
0.389,-0.475390743,0.222,-0.475390743,0.126,0.34,Stromal 2,HAS2
0.389,-0.516512424,0.222,-0.516512424,0.356,0.544,Stromal 2,ICAM1
0.61,0.405663541,0.22,0.405663541,0.596,0.427,Stromal 2,FILIP1L
0.61,0.398809929,0.22,0.398809929,0.414,0.224,Stromal 2,RCSD1
0.61,0.38788762,0.22,0.38788762,0.468,0.278,Stromal 2,LBH
0.61,0.346871007,0.22,0.346871007,0.441,0.25,Stromal 2,EMC2
0.61,0.345998091,0.22,0.345998091,0.835,0.772,Stromal 2,IER3
0.61,0.267216702,0.22,0.267216702,0.756,0.659,Stromal 2,C11orf58
0.61,0.264483574,0.22,0.264483574,0.655,0.469,Stromal 2,MXRA8
0.39,-0.29389346,0.22,-0.29389346,0.783,0.861,Stromal 2,GLTSCR2
0.39,-0.381666563,0.22,-0.381666563,0.455,0.625,Stromal 2,PPA1
0.39,-0.521680606,0.22,-0.521680606,0.766,0.821,Stromal 2,S100A10
0.609,0.402607844,0.218,0.402607844,0.385,0.196,Stromal 2,VGLL4
0.609,0.385890551,0.218,0.385890551,0.256,0.041,Stromal 2,SCUBE1
0.609,0.319545888,0.218,0.319545888,0.685,0.577,Stromal 2,GRN
0.609,0.292859046,0.218,0.292859046,0.656,0.541,Stromal 2,PGAM1
0.609,0.283047304,0.218,0.283047304,0.772,0.689,Stromal 2,PDIA6
0.609,0.281242021,0.218,0.281242021,0.713,0.561,Stromal 2,LEPROT
0.609,0.258040853,0.218,0.258040853,0.798,0.699,Stromal 2,SLC25A3
0.608,0.420300278,0.216,0.420300278,0.261,0.05,Stromal 2,BAMBI
0.608,0.352805873,0.216,0.352805873,0.512,0.339,Stromal 2,NR3C1
0.608,0.293232198,0.216,0.293232198,0.63,0.49,Stromal 2,PSMA1
0.608,0.285081257,0.216,0.285081257,0.626,0.49,Stromal 2,PSMB5
0.608,0.273014942,0.216,0.273014942,0.718,0.595,Stromal 2,NDFIP1
0.392,-0.258819625,0.216,-0.258819625,0.853,0.919,Stromal 2,TOMM7
0.392,-0.418918645,0.216,-0.418918645,0.532,0.646,Stromal 2,PLPP1
0.607,0.400460932,0.214,0.400460932,0.283,0.081,Stromal 2,FAM49B
0.607,0.390358777,0.214,0.390358777,0.274,0.067,Stromal 2,FAM101B
0.607,0.299631906,0.214,0.299631906,0.696,0.586,Stromal 2,PRDX6
0.393,-0.487745097,0.214,-0.487745097,0.074,0.285,Stromal 2,HSPG2
0.606,0.385184057,0.212,0.385184057,0.431,0.248,Stromal 2,ACP5
0.606,0.368278121,0.212,0.368278121,0.431,0.242,Stromal 2,RUNX1
0.606,0.352761704,0.212,0.352761704,0.515,0.343,Stromal 2,CFDP1
0.605,0.395939619,0.21,0.395939619,0.329,0.133,Stromal 2,DIAPH2
0.605,0.35203133,0.21,0.35203133,0.383,0.187,Stromal 2,ADGRL3
0.605,0.294730093,0.21,0.294730093,0.563,0.409,Stromal 2,DEGS1
0.395,-0.392170026,0.21,-0.392170026,0.263,0.452,Stromal 2,GLUL
0.603,0.355842489,0.206,0.355842489,0.472,0.305,Stromal 2,ATP2B1
0.603,0.331575524,0.206,0.331575524,0.351,0.16,Stromal 2,GDE1
0.603,0.302701659,0.206,0.302701659,0.95,0.932,Stromal 2,HSPA1A
0.397,-0.378445562,0.206,-0.378445562,0.069,0.273,Stromal 2,TMEM47
0.397,-0.495989409,0.206,-0.495989409,0.338,0.483,Stromal 2,SCARA5
0.397,-0.54176799,0.206,-0.54176799,0.251,0.433,Stromal 2,IL32
0.602,0.352516355,0.204,0.352516355,0.334,0.142,Stromal 2,TUSC3
0.602,0.303150483,0.204,0.303150483,0.356,0.157,Stromal 2,ITGA1
0.602,0.264226821,0.204,0.264226821,0.646,0.541,Stromal 2,REEP5
0.398,-0.406575693,0.204,-0.406575693,0.473,0.614,Stromal 2,PRKCDBP
0.601,0.372835913,0.202,0.372835913,0.336,0.148,Stromal 2,FBXO21
0.601,0.3076683,0.202,0.3076683,0.476,0.316,Stromal 2,PPT1
0.601,0.29368063,0.202,0.29368063,0.608,0.488,Stromal 2,CD164
0.399,-0.361483888,0.202,-0.361483888,0.349,0.534,Stromal 2,VMP1
0.6,0.424485308,0.2,0.424485308,0.41,0.23,Stromal 2,TMEM100
0.6,0.357662373,0.2,0.357662373,0.311,0.121,Stromal 2,PGM1
0.6,0.348048114,0.2,0.348048114,0.451,0.289,Stromal 2,SPATS2L
0.4,-0.336779922,0.2,-0.336779922,0.468,0.617,Stromal 2,CD81
0.4,-0.36984503,0.2,-0.36984503,0.099,0.296,Stromal 2,IL34
0.599,0.34418494,0.198,0.34418494,0.433,0.26,Stromal 2,RHOBTB3
0.599,0.276120477,0.198,0.276120477,0.622,0.496,Stromal 2,ANXA6
0.598,0.332032149,0.196,0.332032149,0.38,0.21,Stromal 2,GRSF1
0.597,0.379611257,0.194,0.379611257,0.263,0.07,Stromal 2,HHIP-AS1
0.597,0.356388531,0.194,0.356388531,0.254,0.067,Stromal 2,ABR
0.597,0.307423835,0.194,0.307423835,0.488,0.33,Stromal 2,PPP1CB
0.596,0.352754426,0.192,0.352754426,0.289,0.108,Stromal 2,WDR41
0.596,0.32460192,0.192,0.32460192,0.353,0.178,Stromal 2,EPS8
0.596,0.28415271,0.192,0.28415271,0.688,0.589,Stromal 2,RBMX
0.596,0.268787486,0.192,0.268787486,0.549,0.421,Stromal 2,UBE2L3
0.596,0.265115497,0.192,0.265115497,0.584,0.472,Stromal 2,PSMB7
0.404,-0.285529438,0.192,-0.285529438,0.661,0.781,Stromal 2,GPX4
0.404,-0.353649285,0.192,-0.353649285,0.2,0.378,Stromal 2,PBX1
0.595,0.315113436,0.19,0.315113436,0.304,0.119,Stromal 2,LDB2
0.595,0.283221778,0.19,0.283221778,0.567,0.437,Stromal 2,TAF7
0.595,0.278285056,0.19,0.278285056,0.468,0.307,Stromal 2,GLUD1
0.595,0.25973128,0.19,0.25973128,0.52,0.352,Stromal 2,C9orf3
0.594,0.332339397,0.188,0.332339397,0.256,0.075,Stromal 2,C11orf49
0.594,0.330963545,0.188,0.330963545,0.401,0.233,Stromal 2,PCDH18
0.594,0.310884491,0.188,0.310884491,0.623,0.536,Stromal 2,CHCHD10
0.594,0.288857208,0.188,0.288857208,0.623,0.52,Stromal 2,PPP1CC
0.406,-0.3846742,0.188,-0.3846742,0.424,0.55,Stromal 2,PLTP
0.406,-0.569777426,0.188,-0.569777426,0.25,0.412,Stromal 2,THBS1
0.407,-0.511552162,0.186,-0.511552162,0.661,0.652,Stromal 2,TCF21
0.407,-0.794833204,0.186,-0.794833204,0.605,0.686,Stromal 2,SPARCL1
0.593,0.355343043,0.186,0.355343043,0.279,0.103,Stromal 2,PTPN18
0.593,0.322582791,0.186,0.322582791,0.388,0.226,Stromal 2,AHCYL1
0.593,0.313345291,0.186,0.313345291,0.411,0.244,Stromal 2,CFAP20
0.593,0.31038267,0.186,0.31038267,0.381,0.217,Stromal 2,RBMS3
0.408,-0.383597477,0.184,-0.383597477,0.066,0.252,Stromal 2,MEF2C
0.592,0.324652785,0.184,0.324652785,0.393,0.238,Stromal 2,GABARAPL1
0.592,0.298793537,0.184,0.298793537,0.473,0.325,Stromal 2,OAT
0.592,0.276264602,0.184,0.276264602,0.474,0.309,Stromal 2,PITX1
0.592,0.261174226,0.184,0.261174226,0.524,0.389,Stromal 2,EIF4H
0.409,-0.309324611,0.182,-0.309324611,0.387,0.527,Stromal 2,PPIC
0.409,-0.384818206,0.182,-0.384818206,0.07,0.251,Stromal 2,SOCS1
0.591,0.290580548,0.182,0.290580548,0.492,0.365,Stromal 2,NAA20
0.591,0.266841641,0.182,0.266841641,0.929,0.896,Stromal 2,HSPA1B
0.591,0.265756449,0.182,0.265756449,0.607,0.504,Stromal 2,PSMA3
0.591,0.253600109,0.182,0.253600109,0.876,0.817,Stromal 2,MCL1
0.591,0.25181662,0.182,0.25181662,0.568,0.45,Stromal 2,PSMD8
0.41,-0.339693726,0.18,-0.339693726,0.073,0.254,Stromal 2,MAF
0.59,0.316110439,0.18,0.316110439,0.605,0.485,Stromal 2,RGS2
0.589,0.380055176,0.178,0.380055176,0.34,0.173,Stromal 2,EGR2
0.589,0.334821252,0.178,0.334821252,0.279,0.113,Stromal 2,ATP2C1
0.589,0.33400945,0.178,0.33400945,0.35,0.187,Stromal 2,COLEC12
0.589,0.317386758,0.178,0.317386758,0.362,0.199,Stromal 2,MIR4458HG
0.589,0.268565056,0.178,0.268565056,0.637,0.545,Stromal 2,HNRNPU
0.589,0.257182497,0.178,0.257182497,0.567,0.446,Stromal 2,REXO2
0.589,0.254045768,0.178,0.254045768,0.582,0.474,Stromal 2,PRMT1
0.412,-0.354981763,0.176,-0.354981763,0.457,0.581,Stromal 2,SPRY1
0.588,0.320102227,0.176,0.320102227,0.254,0.084,Stromal 2,WFS1
0.588,0.310472077,0.176,0.310472077,0.276,0.109,Stromal 2,TBC1D2B
0.588,0.306323782,0.176,0.306323782,0.266,0.093,Stromal 2,MFAP2
0.588,0.304697126,0.176,0.304697126,0.278,0.107,Stromal 2,PAG1
0.588,0.276353957,0.176,0.276353957,0.365,0.192,Stromal 2,PAPPA
0.588,0.258490723,0.176,0.258490723,0.688,0.617,Stromal 2,SRSF2
0.588,0.258218529,0.176,0.258218529,0.582,0.489,Stromal 2,LRPAP1
0.413,-0.339043161,0.174,-0.339043161,0.103,0.273,Stromal 2,UGCG
0.587,0.352474909,0.174,0.352474909,0.348,0.203,Stromal 2,SLC1A5
0.587,0.318646985,0.174,0.318646985,0.383,0.252,Stromal 2,DERL1
0.587,0.306244991,0.174,0.306244991,0.346,0.184,Stromal 2,PDE4DIP
0.587,0.267633327,0.174,0.267633327,0.407,0.254,Stromal 2,DYNLT3
0.414,-0.253612026,0.172,-0.253612026,0.121,0.295,Stromal 2,CTSS
0.414,-0.316992141,0.172,-0.316992141,0.084,0.253,Stromal 2,MMP23B
0.586,0.292848993,0.172,0.292848993,0.607,0.479,Stromal 2,MT2A
0.585,0.32429123,0.17,0.32429123,0.255,0.094,Stromal 2,FHIT
0.585,0.303702191,0.17,0.303702191,0.397,0.248,Stromal 2,MID1IP1
0.585,0.266074207,0.17,0.266074207,0.431,0.289,Stromal 2,WDR1
0.585,0.254619797,0.17,0.254619797,0.394,0.233,Stromal 2,AXL
0.584,0.362525216,0.168,0.362525216,0.421,0.28,Stromal 2,TRIB1
0.584,0.317365857,0.168,0.317365857,0.264,0.104,Stromal 2,HS3ST3B1
0.584,0.294457574,0.168,0.294457574,0.465,0.317,Stromal 2,SNAI2
0.584,0.292872984,0.168,0.292872984,0.28,0.124,Stromal 2,HDAC5
0.584,0.290606941,0.168,0.290606941,0.306,0.147,Stromal 2,LINC00869
0.584,0.275669258,0.168,0.275669258,0.387,0.243,Stromal 2,TKT
0.584,0.271739262,0.168,0.271739262,0.536,0.424,Stromal 2,CLTB
0.584,0.262598433,0.168,0.262598433,0.49,0.352,Stromal 2,MARCKSL1
0.417,-0.289479148,0.166,-0.289479148,0.114,0.279,Stromal 2,ABHD5
0.417,-0.407322083,0.166,-0.407322083,0.123,0.287,Stromal 2,NCOA7
0.583,0.27545139,0.166,0.27545139,0.312,0.161,Stromal 2,BZW2
0.583,0.265490875,0.166,0.265490875,0.3,0.138,Stromal 2,MUC12
0.583,0.250371347,0.166,0.250371347,0.668,0.607,Stromal 2,EIF5A
0.418,-0.297895867,0.164,-0.297895867,0.334,0.468,Stromal 2,QSOX1
0.582,0.503524809,0.164,0.503524809,0.337,0.174,Stromal 2,IGFBP5
0.582,0.303797537,0.164,0.303797537,0.316,0.166,Stromal 2,SH3YL1
0.582,0.289269136,0.164,0.289269136,0.594,0.501,Stromal 2,CSRNP1
0.582,0.253032305,0.164,0.253032305,0.472,0.35,Stromal 2,LRP10
0.581,0.287189611,0.162,0.287189611,0.266,0.11,Stromal 2,FAM20C
0.581,0.282280865,0.162,0.282280865,0.413,0.288,Stromal 2,C4orf48
0.581,0.269570725,0.162,0.269570725,0.407,0.278,Stromal 2,JAK1
0.581,0.25069919,0.162,0.25069919,0.576,0.485,Stromal 2,SCAND1
0.42,-0.272185908,0.16,-0.272185908,0.664,0.747,Stromal 2,SEPW1
0.42,-0.299422683,0.16,-0.299422683,0.407,0.522,Stromal 2,GSTM3
0.58,0.352555658,0.16,0.352555658,0.44,0.319,Stromal 2,CTD-3252C9.4
0.58,0.2905141,0.16,0.2905141,0.277,0.123,Stromal 2,PRKG1
0.58,0.281955476,0.16,0.281955476,0.472,0.367,Stromal 2,UQCRFS1
0.58,0.2608529,0.16,0.2608529,0.431,0.305,Stromal 2,TMEM30A
0.58,0.259114948,0.16,0.259114948,0.324,0.171,Stromal 2,TMEM204
0.421,-0.340026441,0.158,-0.340026441,0.096,0.252,Stromal 2,ABI3BP
0.579,0.261091573,0.158,0.261091573,0.37,0.225,Stromal 2,VASN
0.579,0.254397267,0.158,0.254397267,0.431,0.299,Stromal 2,FERMT2
0.422,-0.304492079,0.156,-0.304492079,0.508,0.592,Stromal 2,PGRMC1
0.422,-0.313882019,0.156,-0.313882019,0.621,0.695,Stromal 2,RHOC
0.578,0.35218937,0.156,0.35218937,0.303,0.168,Stromal 2,CTA-29F11.1
0.578,0.2810147,0.156,0.2810147,0.292,0.145,Stromal 2,TP53I11
0.577,0.298086859,0.154,0.298086859,0.281,0.138,Stromal 2,MLF1
0.577,0.288141472,0.154,0.288141472,0.392,0.257,Stromal 2,PDLIM7
0.577,0.251340198,0.154,0.251340198,0.808,0.711,Stromal 2,HES1
0.424,-0.318244484,0.152,-0.318244484,0.214,0.352,Stromal 2,LOXL1
0.424,-0.338562798,0.152,-0.338562798,0.149,0.29,Stromal 2,NR2F1
0.424,-0.438456635,0.152,-0.438456635,0.307,0.439,Stromal 2,ARPC1B
0.424,-3.400248401,0.152,-3.400248401,0.757,0.798,Stromal 2,JCHAIN
0.576,0.281541017,0.152,0.281541017,0.277,0.132,Stromal 2,PDZRN3
0.576,0.265019194,0.152,0.265019194,0.3,0.161,Stromal 2,HPCAL1
0.576,0.253000913,0.152,0.253000913,0.421,0.298,Stromal 2,TOB2
0.425,-1.517717212,0.15,-1.517717212,0.262,0.389,Stromal 2,CRYAB
0.575,0.284759624,0.15,0.284759624,0.404,0.281,Stromal 2,RCAN2
0.575,0.262078908,0.15,0.262078908,0.38,0.253,Stromal 2,HEXA
0.575,0.258888263,0.15,0.258888263,0.335,0.202,Stromal 2,ZC2HC1A
0.575,0.254490019,0.15,0.254490019,0.282,0.141,Stromal 2,CD82
0.426,-0.57758948,0.148,-0.57758948,0.515,0.629,Stromal 2,CD59
0.574,0.352224381,0.148,0.352224381,0.382,0.268,Stromal 2,SEMA4A
0.574,0.29406002,0.148,0.29406002,0.343,0.225,Stromal 2,GUSB
0.573,0.250783734,0.146,0.250783734,0.282,0.144,Stromal 2,ETS1
0.428,-0.273947445,0.144,-0.273947445,0.243,0.37,Stromal 2,CD302
0.572,0.288213258,0.144,0.288213258,0.27,0.137,Stromal 2,FAM63B
0.572,0.275000707,0.144,0.275000707,0.367,0.254,Stromal 2,CISD1
0.572,0.251004608,0.144,0.251004608,0.47,0.36,Stromal 2,TTC3
0.429,-0.291912845,0.142,-0.291912845,0.811,0.742,Stromal 2,C1R
0.429,-2.887148886,0.142,-2.887148886,0.982,0.988,Stromal 2,IGHA1
0.43,-0.307940568,0.14,-0.307940568,0.248,0.377,Stromal 2,DNAJB4
0.43,-0.56829779,0.14,-0.56829779,0.484,0.569,Stromal 2,PRNP
0.57,0.253348599,0.14,0.253348599,0.434,0.331,Stromal 2,AKR7A2
0.431,-0.292768545,0.138,-0.292768545,0.145,0.273,Stromal 2,GSTM5
0.569,0.284116748,0.138,0.284116748,0.329,0.214,Stromal 2,IDS
0.569,0.259431777,0.138,0.259431777,0.336,0.224,Stromal 2,TGFB1
0.569,0.255214607,0.138,0.255214607,0.415,0.312,Stromal 2,HNRNPUL1
0.432,-0.250342368,0.136,-0.250342368,0.272,0.395,Stromal 2,HCFC1R1
0.432,-0.491426893,0.136,-0.491426893,0.14,0.268,Stromal 2,AP1S2
0.433,-0.338566675,0.134,-0.338566675,0.881,0.757,Stromal 2,C1S
0.567,0.252608171,0.134,0.252608171,0.295,0.17,Stromal 2,SMYD4
0.434,-0.320755726,0.132,-0.320755726,0.793,0.853,Stromal 2,HLA-E
0.434,-0.398300936,0.132,-0.398300936,0.264,0.375,Stromal 2,COL18A1
0.566,0.250149683,0.132,0.250149683,0.351,0.24,Stromal 2,JMJD1C
0.435,-0.283288101,0.13,-0.283288101,0.192,0.327,Stromal 2,TNFAIP3
0.435,-0.295047294,0.13,-0.295047294,0.291,0.412,Stromal 2,PDLIM3
0.435,-0.329667389,0.13,-0.329667389,0.251,0.375,Stromal 2,ADAMTS1
0.436,-0.251709013,0.128,-0.251709013,0.257,0.371,Stromal 2,CYBRD1
0.436,-0.330812252,0.128,-0.330812252,0.723,0.699,Stromal 2,MEG3
0.437,-0.410506566,0.126,-0.410506566,0.668,0.739,Stromal 2,CYBA
0.562,0.252758706,0.124,0.252758706,0.295,0.189,Stromal 2,CD40
0.559,0.259358196,0.118,0.259358196,0.458,0.368,Stromal 2,NKX2-3
0.442,-0.446354999,0.116,-0.446354999,0.408,0.474,Stromal 2,CCDC80
0.557,0.280874318,0.114,0.280874318,0.686,0.643,Stromal 2,PHLDA1
0.556,0.25914171,0.112,0.25914171,0.275,0.17,Stromal 2,MSC
0.444,-2.58036885,0.112,-2.58036885,0.315,0.395,Stromal 2,IGHA2
0.447,-0.434979316,0.106,-0.434979316,0.571,0.591,Stromal 2,CFH
0.448,-0.260748961,0.104,-0.260748961,0.335,0.421,Stromal 2,TNFAIP2
0.448,-3.390137255,0.104,-3.390137255,0.522,0.576,Stromal 2,IGLC2
0.551,0.280494918,0.102,0.280494918,0.39,0.32,Stromal 2,KCNQ1OT1
0.449,-0.331947593,0.102,-0.331947593,0.26,0.342,Stromal 2,MYLK
0.449,-0.412037119,0.102,-0.412037119,0.161,0.255,Stromal 2,HLA-DPA1
0.45,-0.311197069,0.1,-0.311197069,0.237,0.321,Stromal 2,FKBP11
0.454,-0.27053856,0.092,-0.27053856,0.31,0.39,Stromal 2,DST
0.456,-3.384878402,0.088,-3.384878402,0.983,0.987,Stromal 2,IGKC
0.466,-0.279615443,0.068,-0.279615443,0.872,0.712,Stromal 2,MFAP4
0.466,-0.292142795,0.068,-0.292142795,0.401,0.465,Stromal 2,MYC
0.469,-0.327886182,0.062,-0.327886182,0.277,0.326,Stromal 2,NDRG2
0.53,-0.308999198,0.06,-0.308999198,0.273,0.209,Stromal 2,RAMP2
0.47,-3.30041991,0.06,-3.30041991,0.538,0.6,Stromal 2,IGLC3
0.478,-0.26793085,0.044,-0.26793085,0.568,0.52,Stromal 2,STMN2
0.518,-0.332565876,0.036,-0.332565876,0.816,0.789,Stromal 2,SSR4
0.93,1.709912564,0.86,1.709912564,0.97,0.43,Stromal 3,CCDC80
0.924,2.1708136,0.848,2.1708136,0.957,0.288,Stromal 3,MGP
0.911,1.813007249,0.822,1.813007249,0.838,0.027,Stromal 3,OGN
0.908,1.373188239,0.816,1.373188239,0.996,0.679,Stromal 3,FBLN1
0.908,1.351917641,0.816,1.351917641,1,0.733,Stromal 3,DCN
0.902,1.483009074,0.804,1.483009074,0.962,0.565,Stromal 3,CFH
0.888,1.347917187,0.776,1.347917187,0.97,0.46,Stromal 3,ADH1B
0.879,1.124150973,0.758,1.124150973,0.979,0.598,Stromal 3,CXCL12
0.874,1.593775521,0.748,1.593775521,0.889,0.369,Stromal 3,EFEMP1
0.847,1.089453036,0.694,1.089453036,0.949,0.612,Stromal 3,PLAC9
0.842,0.998143724,0.684,0.998143724,0.996,0.693,Stromal 3,LUM
0.82,1.137018348,0.64,1.137018348,0.996,0.878,Stromal 3,GSN
0.805,0.838319491,0.61,0.838319491,0.991,0.623,Stromal 3,SOD3
0.804,0.744501722,0.608,0.744501722,0.991,0.765,Stromal 3,SEPP1
0.787,1.364584434,0.574,1.364584434,0.715,0.244,Stromal 3,SRPX
0.784,1.131096602,0.568,1.131096602,0.609,0.055,Stromal 3,RSPO3
0.772,0.891277828,0.544,0.891277828,0.706,0.227,Stromal 3,COL14A1
0.769,2.029952726,0.538,2.029952726,0.566,0.043,Stromal 3,C7
0.769,1.088558494,0.538,1.088558494,0.655,0.169,Stromal 3,CP
0.769,1.081432747,0.538,1.081432747,0.647,0.142,Stromal 3,ITM2A
0.769,0.650494419,0.538,0.650494419,0.979,0.775,Stromal 3,C1S
0.764,0.66878003,0.528,0.66878003,0.813,0.373,Stromal 3,MARCKS
0.761,0.606044399,0.522,0.606044399,0.974,0.778,Stromal 3,LTBP4
0.755,1.691267697,0.51,1.691267697,0.583,0.118,Stromal 3,DPT
0.755,0.691054511,0.51,0.691054511,0.787,0.388,Stromal 3,NFIA
0.754,0.756999066,0.508,0.756999066,0.902,0.589,Stromal 3,SERPINF1
0.246,-1.519930006,0.508,-1.519930006,0.081,0.557,Stromal 3,STMN2
0.752,0.642232941,0.504,0.642232941,0.936,0.648,Stromal 3,PCOLCE
0.744,1.200272973,0.488,1.200272973,0.54,0.058,Stromal 3,C3
0.258,-1.425148254,0.484,-1.425148254,0.796,0.891,Stromal 3,CXCL14
0.741,0.9897321,0.482,0.9897321,0.549,0.082,Stromal 3,GPNMB
0.74,1.099865811,0.48,1.099865811,0.545,0.079,Stromal 3,TNFSF13B
0.739,0.831741832,0.478,0.831741832,0.57,0.11,Stromal 3,ANGPTL1
0.737,0.76015025,0.474,0.76015025,0.787,0.427,Stromal 3,THY1
0.736,0.888565764,0.472,0.888565764,0.604,0.166,Stromal 3,SFRP1
0.736,0.607464866,0.472,0.607464866,0.974,0.746,Stromal 3,C1R
0.729,0.312879177,0.458,0.312879177,1,0.997,Stromal 3,RPS27
0.723,0.634554138,0.446,0.634554138,0.851,0.62,Stromal 3,NUPR1
0.279,-0.368794228,0.442,-0.368794228,1,0.999,Stromal 3,B2M
0.72,0.599659439,0.44,0.599659439,0.787,0.45,Stromal 3,MATN2
0.718,0.430739212,0.436,0.430739212,1,0.986,Stromal 3,S100A6
0.717,0.651166065,0.434,0.651166065,0.685,0.325,Stromal 3,CYBRD1
0.286,-0.953467,0.428,-0.953467,0.34,0.669,Stromal 3,TM4SF1
0.712,0.602464535,0.424,0.602464535,0.86,0.66,Stromal 3,SERPING1
0.709,0.424354055,0.418,0.424354055,0.962,0.83,Stromal 3,S100A4
0.293,-0.786950019,0.414,-0.786950019,0.413,0.697,Stromal 3,PDLIM1
0.707,0.557850741,0.414,0.557850741,0.843,0.51,Stromal 3,TIMP3
0.706,0.44437421,0.412,0.44437421,0.962,0.851,Stromal 3,ZFP36L2
0.705,0.695803965,0.41,0.695803965,0.587,0.224,Stromal 3,GSTM5
0.705,0.678474573,0.41,0.678474573,0.617,0.246,Stromal 3,SERPINE2
0.705,0.44333213,0.41,0.44333213,0.97,0.851,Stromal 3,TXNIP
0.701,0.572486885,0.402,0.572486885,0.911,0.738,Stromal 3,KLF4
0.3,-1.401321688,0.4,-1.401321688,0.085,0.466,Stromal 3,DMKN
0.7,0.708258932,0.4,0.708258932,0.472,0.082,Stromal 3,RGMA
0.302,-0.987741631,0.396,-0.987741631,0.094,0.469,Stromal 3,TGFBI
0.698,0.447899811,0.396,0.447899811,0.923,0.781,Stromal 3,CD99
0.698,0.422210817,0.396,0.422210817,0.915,0.758,Stromal 3,EIF3E
0.304,-0.700505675,0.392,-0.700505675,0.026,0.413,Stromal 3,GMFG
0.696,1.025310669,0.392,1.025310669,0.4,0.009,Stromal 3,GREM1
0.693,0.42363797,0.386,0.42363797,0.979,0.814,Stromal 3,COL1A2
0.693,0.263343855,0.386,0.263343855,1,0.996,Stromal 3,RPL21
0.689,0.795572372,0.378,0.795572372,0.443,0.086,Stromal 3,IGF1
0.689,0.534766916,0.378,0.534766916,0.562,0.196,Stromal 3,ABI3BP
0.688,0.525499035,0.376,0.525499035,0.689,0.413,Stromal 3,DDAH2
0.686,0.555941869,0.372,0.555941869,0.732,0.46,Stromal 3,TIMP2
0.685,0.532114667,0.37,0.532114667,0.617,0.278,Stromal 3,FGF7
0.685,0.409794654,0.37,0.409794654,0.902,0.749,Stromal 3,LGALS3
0.685,0.398809336,0.37,0.398809336,1,0.963,Stromal 3,IGFBP7
0.685,0.356355787,0.37,0.356355787,0.97,0.9,Stromal 3,TOMM7
