,DE_fc_tumor_over_normal,DE_p_normal_vs_tumor,p_adjusted_qvalue
chr5:97912044-97912964_CTBP2P4_ENSG00000251102.1,0.002444341,0.839640409,0.940531481
chr5:115106282-115106686_CTC-505O3.1_ENSG00000251118.1,0.004124711,0.893691659,0.940531481
chr5:43014515-43192123_CTD-2035E11.3_ENSG00000251131.1,0.003188904,0.903648464,0.940531481
chr8:90621637-90769955_RP11-37B2.1_ENSG00000251136.4,0.052633725,0.168940225,0.763998154
chr12:74526945-74796315_RP11-81H3.2_ENSG00000251138.2,0.004126388,0.826248061,0.940531481
chr11:71709586-71823826_RP11-849H4.4_ENSG00000251143.1,0.002832421,0.906838883,0.940531481
chr5:69171097-69274436_RP11-98J23.1_ENSG00000251158.1,0.001891466,0.913823372,0.940531481
chr6:8652369-8654079_HULC_ENSG00000251164.1,0.02241445,0.540223903,0.940531481
chr4:187187098-187476721_F11-AS1_ENSG00000251165.1,0.003375363,0.901850709,0.940531481
chr5:133842242-133844920_AC005355.2_ENSG00000251169.2,-0.103156583,0.041013472,0.391643867
chr8:29531437-29605625_LINC00589_ENSG00000251191.3,0.004587583,0.887886737,0.940531481
chrX:46357161-46404892_ZNF674_ENSG00000251192.3,0.010740298,0.70574322,0.940531481
chr4:2420700-2734292_RP11-503N18.5_ENSG00000251229.1,0.025833084,0.448314573,0.940531481
chr4:185765738-185776905_RP11-701P16.5_ENSG00000251230.1,0.007435825,0.761930588,0.940531481
chr19:37288419-37407193_ZNF345_ENSG00000251247.5,0.013486588,0.621388129,0.940531481
chr4:152877142-152890533_RP11-73G16.1_ENSG00000251249.1,-0.020525146,0.368641651,0.940531481
chr4:148402068-148466106_GTF2F2P1_ENSG00000251254.1,0.011224101,0.746070944,0.940531481
chr4:106058436-106061776_AC004069.2_ENSG00000251259.1,0.055732004,0.389654181,0.940531481
chr4:85590703-85932430_WDFY3-AS1_ENSG00000251260.1,0.007421816,0.840461293,0.940531481
chr5:60453535-60560756_CTC-436P18.1_ENSG00000251279.1,0.016500326,0.646511434,0.940531481
chr5:54529761-54603550_RP11-506H20.1_ENSG00000251307.1,-0.004313674,0.105920548,0.610908925
chr4:9032011-9032792_RP11-747H12.5_ENSG00000251313.1,0.002943141,0.835851643,0.940531481
chr22:51112842-51171726_SHANK3_ENSG00000251322.3,0.011705911,0.731556587,0.940531481
chr11:77926342-78285919_RP11-452H21.4_ENSG00000251323.2,-0.004833113,0.744974779,0.940531481
chr5:95036952-95160087_HSPD1P11_ENSG00000251348.1,0.02001176,0.534684816,0.940531481
chr22:24198613-24241117_AP000350.10_ENSG00000251357.4,0.005952367,0.676558259,0.940531481
chr14:41424102-41445082_RP11-129M6.1_ENSG00000251363.2,-0.001548005,0.929288695,0.945350985
chr11:7490917-7533746_CTD-2516F10.2_ENSG00000251364.2,0.008783209,0.810959041,0.940531481
chr19:58038692-58071231_ZNF550_ENSG00000251369.4,0.009793374,0.693515942,0.940531481
chr11:12984056-13011095_LINC00958_ENSG00000251381.2,0.000637252,0.920438233,0.940531481
chr5:96424778-96772921_YTHDF1P1_ENSG00000251389.1,0.036518126,0.296335198,0.933962432
chr14:73741814-73943880_RP1-240K6.3_ENSG00000251393.3,0.00547384,0.875163526,0.940531481
chr5:175773063-175788971_RP11-843P14.1_ENSG00000251414.1,0.010814316,0.758011202,0.940531481
chr16:28814096-28829149_RP11-1348G14.4_ENSG00000251417.1,0.011345517,0.734675776,0.940531481
chr4:129213905-129440549_RP11-420A23.1_ENSG00000251432.2,-0.028470265,0.06549895,0.495306492
chr4:79567056-79603853_RP11-792D21.2_ENSG00000251442.1,0.003342085,0.902178204,0.940531481
chr7:65670185-65955095_GS1-124K5.6_ENSG00000251451.1,0.00147826,0.916304848,0.940531481
chr4:58357555-58361399_RP11-319E12.2_ENSG00000251459.1,0.011897154,0.661285075,0.940531481
chr8:12803150-12889012_RP11-369K16.1_ENSG00000251468.2,0.018466015,0.541546708,0.940531481
chr3:129100140-129118498_RPL32P3_ENSG00000251474.2,0.106361697,0.056516664,0.463269598
chr2:159651828-159719797_OR7E28P_ENSG00000251491.2,0.011144222,0.737229202,0.940531481
chr5:81267843-81574396_PPIAP11_ENSG00000251495.1,0.009868602,0.700448797,0.940531481
chr1:10489937-10512210_APITD1-CORT_ENSG00000251503.3,-0.031754849,0.301798854,0.940531481
chr4:99391517-99579780_RP11-724M22.1_ENSG00000251523.1,0.004631331,0.887307795,0.940531481
chr4:124411422-124448680_RP11-381N20.1_ENSG00000251526.1,0.002124531,0.912274598,0.940531481
chr2:89901291-89901791_IGKV1D-39_ENSG00000251546.1,-0.132509711,0.021240824,0.267830628
chr5:98015105-98017071_CTC-463N11.1_ENSG00000251553.1,0.013806073,0.678538635,0.940531481
chr5:145463948-145562223_RP11-118M9.3_ENSG00000251556.1,-0.06976902,0.079221056,0.537657474
chr11:65265232-65273940_MALAT1_ENSG00000251562.3,0.210670912,0.0001109,0.006951756
chr4:6672451-6677774_RP11-539L10.3_ENSG00000251580.1,-0.00595195,0.698269423,0.940531481
chr4:419223-492945_ABCA11P_ENSG00000251595.3,-0.085836593,0.01873393,0.247090576
chr4:152588375-152591654_RP11-164P12.4_ENSG00000251603.1,0.004115329,0.822329367,0.940531481
chr5:20611948-20937800_RP11-774D14.1_ENSG00000251629.2,0.008182582,0.824535607,0.940531481
chr5:70398724-70424580_RP11-1280N14.3_ENSG00000251634.2,0.00147826,0.916304848,0.940531481
chr11:67653947-67673821_RP11-119D9.1_ENSG00000251637.2,0.008109769,0.72463094,0.940531481
chr4:84298515-84299229_RP11-576N17.4_ENSG00000251647.2,0.011562562,0.735928102,0.940531481
chr5:42908309-42908769_CTD-2201E18.4_ENSG00000251656.1,4.58E-06,0.922872732,0.940531481
chr11:318639-330122_RP11-326C3.11_ENSG00000251661.3,0.013611788,0.656201818,0.940531481
chr5:176449696-176508190_ZNF346-IT1_ENSG00000251666.1,0.006035459,0.865901204,0.940531481
chr4:3916909-3957148_FAM86EP_ENSG00000251669.1,0.002687631,0.838138419,0.940531481
chr5:79407049-79551898_CTC-458I2.2_ENSG00000251675.1,0.036582912,0.355980424,0.940531481
chr5:60628099-60841997_RP11-631M6.3_ENSG00000251682.1,-0.016509984,0.785519111,0.940531481
chr9:19053140-19103117_SCARNA8_ENSG00000251733.1,-0.036955664,0.627190834,0.940531481
chr2:234118696-234204320_SCARNA6_ENSG00000251791.1,0.011349525,0.742341595,0.940531481
chr9:15422701-15511017_RNU6-319P_ENSG00000251834.1,0.119000228,0.014263487,0.208863088
chr8:81396795-81438500_Y_RNA_ENSG00000251867.2,0.021465284,0.552673369,0.940531481
chrX:24712035-25015103_SCARNA23_ENSG00000251869.1,0.035420259,0.3677428,0.940531481
chr18:9475006-9538114_RNU2-27P_ENSG00000251994.1,-0.09303003,0.078765108,0.536083403
chr2:234118696-234204320_SCARNA5_ENSG00000252010.1,0.102797796,0.035589667,0.362839541
chr15:53805937-54055075_RNU2-53P_ENSG00000252066.1,0.047377133,0.186555037,0.800173138
chr16:75327595-75499395_SNORA76_ENSG00000252122.1,0.082245204,0.044154619,0.406951737
chr5:138282408-138667360_SNORA74_ENSG00000252213.1,0.046035916,0.286386806,0.928778189
chr14:95998633-96011061_SCARNA13_ENSG00000252481.1,-0.048069232,0.041343455,0.393526052
chr2:3622794-3628509_SNORA73_ENSG00000252531.1,0.021204743,0.517998216,0.940531481
chr6:131949581-132068553_RNU4-18P_ENSG00000252560.1,0.001001839,0.848595051,0.940531481
chr16:3115297-3137101_RNU1-125P_ENSG00000252561.1,0.12807836,0.014027663,0.206566641
chr17:27887564-28513493_SNORA70_ENSG00000252657.1,0.063535404,0.099849993,0.596051602
chr1:155882833-155904191_SCARNA4_ENSG00000252808.1,0.062889463,0.064844727,0.493726245
chr1:175913966-176176629_SCARNA3_ENSG00000252906.1,0.046978097,0.247331439,0.883692108
chr7:6048875-6098861_RNU6-218P_ENSG00000252929.1,0.137747064,0.013829564,0.204986295
chr13:45910448-45910582_SNORA31_ENSG00000253051.1,0.37738994,0.005132902,0.104639604
chr3:183165395-183173801_SNORA81_ENSG00000253092.1,0.03836169,0.22202007,0.853836177
chr8:112111189-112248432_RP11-946L20.4_ENSG00000253103.1,0.06465671,0.253304162,0.894943497
chr8:30435834-30515768_CTD-2373N4.5_ENSG00000253112.1,0.013255159,0.694638443,0.940531481
chr5:153369687-153825410_HNRNPA3P7_ENSG00000253119.1,0.002111448,0.841872383,0.940531481
chr8:72315674-72504260_TRAPPC2P2_ENSG00000253124.1,0.028171904,0.411126544,0.940531481
chr8:37278858-37411701_RP11-150O12.1_ENSG00000253161.1,0.005348476,0.877082716,0.940531481
chr8:71016027-71016414_RP11-152C15.1_ENSG00000253173.2,0.023765625,0.405550161,0.940531481
chr8:41386724-41482520_RP11-360L9.7_ENSG00000253174.2,-0.01175516,0.092078094,0.573264433
chr7:27202053-27219880_HOXA-AS4_ENSG00000253187.2,0.003914609,0.896132835,0.940531481
chr1:149369293-149429348_FCGR1C_ENSG00000253193.4,0.008759706,0.759386417,0.940531481
chr5:68773298-69006341_GUSBP3_ENSG00000253203.2,0.010715,0.665353635,0.940531481
chr8:30778575-30778851_RP5-1009N12.1_ENSG00000253204.1,0.014397955,0.606028358,0.940531481
chr8:142127376-142205907_RP11-809O17.1_ENSG00000253210.1,0.007465254,0.789246862,0.940531481
chr5:171636643-171711075_KLF3P1_ENSG00000253218.1,0.009455505,0.794647116,0.940531481
chr8:125283923-125289825_RP11-383J24.1_ENSG00000253227.1,0.013815393,0.693281576,0.940531481
chr8:108911543-109095913_NRBF2P4_ENSG00000253228.1,0.002821107,0.906934975,0.940531481
chr8:76135638-76236976_HIGD1AP6_ENSG00000253229.1,0.002049241,0.842572065,0.940531481
chr8:81177762-81252075_RP11-941H19.3_ENSG00000253238.1,0.018571377,0.552096813,0.940531481
chr5:64885506-65167553_CTC-534A2.2_ENSG00000253251.2,0.020720459,0.40298889,0.940531481
chr8:128084938-128094466_PCAT2_ENSG00000253264.1,0.007430217,0.788842872,0.940531481
chr7:27202053-27219880_HOXA10_ENSG00000253293.3,0.066827415,0.24988623,0.888707285
chr5:147830594-148056798_HTR4-IT1_ENSG00000253297.1,0.012948765,0.702300704,0.940531481
chr1:29213602-29450447_TMEM200B_ENSG00000253304.1,0.007706591,0.780233013,0.940531481
chr1:43747553-43751288_C1orf210_ENSG00000253313.1,0.005263095,0.379606724,0.940531481
chr5:158584416-158675804_CTB-11I22.2_ENSG00000253315.1,0.003633964,0.899206077,0.940531481
chr8:103838584-103990104_KB-1507C5.2_ENSG00000253320.1,0.01760668,0.523619684,0.940531481
chr8:117654368-117889107_RAD21-AS1_ENSG00000253327.2,0.000992984,0.918827615,0.940531481
chr8:18384810-18942240_RP11-420B22.1_ENSG00000253335.1,0.003490275,0.900697418,0.940531481
chr5:170174050-170241051_MIR4454_ENSG00000253348.1,0.009851376,0.701385152,0.940531481
chr22:31366662-31375381_TUG1_ENSG00000253352.4,0.139585402,0.19147716,0.808204923
chr8:92006023-92053292_GS1-251I9.3_ENSG00000253358.1,0.012762624,0.69276125,0.940531481
chr5:70046953-70149508_RP11-589F5.4_ENSG00000253366.2,-0.053095935,0.304341204,0.940531481
chr1:27320197-27327389_TRNP1_ENSG00000253368.3,0.012963868,0.659667443,0.940531481
chr8:123793632-123986750_RP11-44N11.1_ENSG00000253372.1,0.006207211,0.863130992,0.940531481
chr8:74332238-74791145_RP11-116B19.2_ENSG00000253383.1,0.003591068,0.72585966,0.940531481
chr8:103838584-103990104_KB-1254G8.1_ENSG00000253385.1,0.001817143,0.91429402,0.940531481
chr8:37278858-37411701_RP11-150O12.6_ENSG00000253414.2,0.049307074,0.208031719,0.835595542
chr5:157683144-157685444_CTC-436K13.3_ENSG00000253424.1,0.013887458,0.537813816,0.940531481
chr8:9009251-9025646_RP11-10A14.4_ENSG00000253426.1,0.012995747,0.708363446,0.940531481
chr8:127859299-128033259_PCAT1_ENSG00000253438.2,0.006991853,0.795153939,0.940531481
chr8:30435834-30515768_SMIM18_ENSG00000253457.1,-0.010539191,0.447932547,0.940531481
chr8:52730139-52811735_RP11-110G21.2_ENSG00000253475.1,0.162373567,0.011854968,0.184048623
chr5:69428505-69428800_CDH12P3_ENSG00000253492.1,0.020919706,0.530757909,0.940531481
chr2:89345491-89345963_IGKV1-13_ENSG00000253497.1,0.010097358,0.73434966,0.940531481
chr7:27221128-27233067_RP1-170O19.14_ENSG00000253508.1,-0.028696409,0.397456539,0.940531481
chr5:165209809-165210139_CTC-535M15.1_ENSG00000253512.1,0.009065428,0.73824179,0.940531481
chr8:81540685-81787016_HMGB1P41_ENSG00000253516.1,-0.009936977,0.719938044,0.940531481
chr5:159895274-159914433_MIR146A_ENSG00000253522.2,0.004345086,0.912488759,0.940531481
chr8:24151552-24769586_RP11-624C23.1_ENSG00000253535.1,0.016915022,0.620651388,0.940531481
chr3:129800673-129839422_FAM86HP_ENSG00000253540.1,0.00971791,0.787951221,0.940531481
chr8:6261071-6565730_RP11-115C21.4_ENSG00000253550.1,0.040460941,0.258556398,0.902482134
chr7:27145802-27197555_HOXA-AS2_ENSG00000253552.3,-0.00158542,0.982746638,0.985708503
chr8:64599736-65281115_RP11-32K4.1_ENSG00000253554.1,0.00200299,0.913096268,0.940531481
chr8:18942501-19116979_RP11-1080G15.1_ENSG00000253557.1,0.015169957,0.57789833,0.940531481
chr5:77296348-77590579_CTD-2179L22.1_ENSG00000253558.1,0.007444667,0.840003507,0.940531481
chr8:107282371-107764922_RP11-649G15.2_ENSG00000253582.1,-0.03452365,0.45903199,0.940531481
chr5:148724992-148737205_GRPEL2-AS1_ENSG00000253618.1,0.00202951,0.912919615,0.940531481
chr8:90255629-90256022_RP11-255L13.1_ENSG00000253621.1,0.019810723,0.532792649,0.940531481
chr10:81272356-81276188_EIF5AL1_ENSG00000253626.2,0.002755502,0.836936715,0.940531481
chr8:38758752-38831428_CTD-2544N14.3_ENSG00000253645.1,0.000191906,0.922204581,0.940531481
chr8:131607544-131667958_KB-1568E2.1_ENSG00000253656.1,0.026538533,0.480876272,0.940531481
chr8:103817744-103822199_KB-1732A1.1_ENSG00000253669.3,0.025555833,0.438588745,0.940531481
chr8:17658853-17718578_RP11-806O11.1_ENSG00000253671.1,0.024056983,0.461748165,0.940531481
chr8:86529572-86529741_RP11-59O2.1_ENSG00000253680.1,0.002708079,0.907877894,0.940531481
chr5:172068268-172124723_CTB-79E8.3_ENSG00000253683.1,0.003477206,0.900830346,0.940531481
chr8:49464126-49611069_RP11-567J20.2_ENSG00000253688.1,0.014904397,0.67347512,0.940531481
chr8:1919562-1955102_KBTBD11-OT1_ENSG00000253696.2,-0.021371181,0.075972905,0.527687241
chr8:75512009-75779174_RP11-758M4.4_ENSG00000253706.1,0.014607584,0.634137375,0.940531481
chr13:52586533-52607736_ALG11_ENSG00000253710.1,-0.065085102,0.325871889,0.940531481
chr8:76079938-76088891_RP11-697M17.2_ENSG00000253712.1,0.055577348,0.305799829,0.940531481
chr8:144362330-144363860_RP13-582O9.5_ENSG00000253716.1,-0.101179635,0.182113354,0.791030571
chr12:74931550-74935223_ATXN7L3B_ENSG00000253719.2,-0.012728681,0.925912552,0.942859714
chr8:94225530-94753245_RP11-10N23.4_ENSG00000253722.1,0.009052086,0.871391034,0.940531481
chr8:48685668-48872743_PRKDC_ENSG00000253729.3,0.200909914,0.002826258,0.070620848
chr8:92072136-92082417_GS1-251I9.4_ENSG00000253738.1,0.022331107,0.735213775,0.940531481
chr5:65435798-65479443_AC025442.3_ENSG00000253744.1,0.004112145,0.893841068,0.940531481
chr8:109213444-109447562_RP11-35G22.1_ENSG00000253754.1,0.036676815,0.306830441,0.940531481
chr8:64599736-65281115_RP11-579E24.2_ENSG00000253762.1,0.003045458,0.834352169,0.940531481
chr2:90085627-90085889_IGKV2D-19_ENSG00000253765.1,0.01367716,0.599596576,0.940531481
chr13:25498814-25542625_TPTE2P1_ENSG00000253771.1,0.004572764,0.888081654,0.940531481
chr13:52586533-52607736_UTP14C_ENSG00000253797.2,0.005240192,0.687712396,0.940531481
chr8:38585703-38710546_RP11-723D22.3_ENSG00000253829.1,0.028299396,0.25287444,0.894590983
chr8:74896727-74897118_RP11-367E12.4_ENSG00000253833.1,0.014881769,0.855069493,0.940531481
chr8:52874017-52935534_RP11-546K22.1_ENSG00000253844.1,0.003633964,0.899206077,0.940531481
chr8:94225530-94753245_RP11-10N23.2_ENSG00000253854.1,0.003812413,0.897276669,0.940531481
chr8:27590834-27695612_RP11-16P20.3_ENSG00000253875.1,0.012047028,0.685343179,0.940531481
chr7:143318042-143534026_RP11-61L23.2_ENSG00000253882.2,0.012385692,0.710217639,0.940531481
chr8:8011829-8084136_FAM85B_ENSG00000253893.2,0.009142554,0.9120377,0.940531481
chr8:99413630-99955055_KB-1205A7.2_ENSG00000253911.1,0.014200231,0.580010847,0.940531481
chr8:128302061-128494384_RP11-382A18.2_ENSG00000253929.1,0.039670651,0.28999348,0.930582163
chr8:23046791-23088439_RP11-1149O23.2_ENSG00000253930.1,0.011942172,0.725154925,0.940531481
chr8:100008990-100025272_RP11-410L14.2_ENSG00000253948.1,0.020484251,0.773827472,0.940531481
chr8:120177272-120259088_RP11-4K16.2_ENSG00000253972.1,0.021157629,0.347754052,0.940531481
chr8:104103490-104103737_KB-1639H6.8_ENSG00000253977.1,0.004643826,0.887141497,0.940531481
chr8:8086116-8102387_ALG1L13P_ENSG00000253981.1,-0.043038579,0.038948819,0.381036446
chr8:1703943-1734738_CTD-2336O2.1_ENSG00000253982.1,0.000437489,0.921262982,0.940531481
chr7:87834432-87936206_CTB-167B5.1_ENSG00000254003.1,0.008638351,0.814317639,0.940531481
chr19:37001596-37119499_ZNF260_ENSG00000254004.2,0.013630768,0.746356801,0.940531481
chr5:170792598-170794697_RP11-546B8.5_ENSG00000254012.1,0.011092782,0.721834231,0.940531481
chr8:20880806-20886569_RP11-421P23.2_ENSG00000254040.1,0.002554608,0.909109448,0.940531481
chr5:168081517-168728133_CTC-558O2.1_ENSG00000254042.1,-0.054120927,0.035212241,0.360876178
chr4:98105243-99064391_RP11-681L8.1_ENSG00000254044.1,0.011641069,0.712475353,0.940531481
chr8:59717976-60033905_RP11-328K2.1_ENSG00000254048.1,0.000281845,0.921868649,0.940531481
chr8:57552459-57569024_RP11-17A4.4_ENSG00000254055.1,0.00832076,0.821492982,0.940531481
chr8:66439242-66475015_CTD-3025N20.2_ENSG00000254081.1,0.003487296,0.900727762,0.940531481
chr8:56792371-56923940_LYN_ENSG00000254087.3,0.019117399,0.731108364,0.940531481
chr8:10581277-10697394_PINX1_ENSG00000254093.4,0.017569375,0.519258678,0.940531481
chr8:30239634-30429778_RBPMS-AS1_ENSG00000254109.1,0.003258193,0.902990946,0.940531481
chr8:55466920-55474487_RP11-53M11.3_ENSG00000254142.2,0.018932267,0.607810928,0.940531481
chr8:42273992-42409603_RP11-503E24.2_ENSG00000254165.1,0.001817143,0.91429402,0.940531481
chr8:128197879-128215467_RP11-255B23.4_ENSG00000254166.1,0.013964851,0.629678818,0.940531481
chr7:72023728-72298777_TYW1B_ENSG00000254184.3,0.06841905,0.139540495,0.692977899
chr8:110374705-110542559_RP11-419L20.2_ENSG00000254185.1,0.00185567,0.914051424,0.940531481
chr5:166711803-167691162_CTB-78F1.1_ENSG00000254187.1,0.007487883,0.784322217,0.940531481
chr16:29262828-29519817_NPIPB11_ENSG00000254206.1,0.033379655,0.303704753,0.940531481
chr8:86089459-86132650_RP11-219B4.3_ENSG00000254208.1,0.0122856,0.691012188,0.940531481
chr8:74189598-74190281_RP11-434I12.5_ENSG00000254213.2,0.006607429,0.856030256,0.940531481
chr8:104032414-104085279_KB-1639H6.2_ENSG00000254236.1,0.018731332,0.469173093,0.940531481
chr8:68334359-68658620_RP11-343B22.2_ENSG00000254253.1,0.000244382,0.922009849,0.940531481
chr8:140472304-140475259_RP11-398H6.1_ENSG00000254258.1,0.009228023,0.709476424,0.940531481
chr8:130844546-131029375_RP11-473O4.4_ENSG00000254263.1,0.024835841,0.382082698,0.940531481
chr8:79338337-79517502_RP11-594N15.2_ENSG00000254266.1,0.003132893,0.904171002,0.940531481
chr8:129417514-129576925_RP11-89M16.1_ENSG00000254275.2,0.138806374,0.019037556,0.249436952
chr8:120007690-120118821_RP11-278I4.2_ENSG00000254278.1,0.011271771,0.730860705,0.940531481
chr8:61969716-62627155_KRT8P3_ENSG00000254285.2,0.001052351,0.918539979,0.940531481
chr8:127564686-127725660_RP11-89K10.1_ENSG00000254286.1,0.003580856,0.899763727,0.940531481
chr8:39759793-39873910_RP11-44K6.4_ENSG00000254287.1,-0.025874205,0.332311994,0.940531481
chr8:37454997-37457376_RP11-150O12.3_ENSG00000254290.1,0.003561993,0.899959975,0.940531481
chr8:77316232-77779521_RP11-706J10.1_ENSG00000254300.1,0.006661976,0.855034212,0.940531481
chr8:95731930-95806064_KB-1608C10.2_ENSG00000254307.2,0.018240899,0.620042919,0.940531481
chr8:7974266-7974471_RP11-52B19.7_ENSG00000254311.1,0.000824425,0.919614366,0.940531481
chr8:95499920-95565757_RP11-267M23.3_ENSG00000254315.1,0.00097942,0.918892554,0.940531481
chr8:130844546-131029375_RP11-473O4.5_ENSG00000254317.1,0.011797291,0.728746338,0.940531481
chr8:81540685-81787016_CKS1BP7_ENSG00000254331.1,0.019245964,0.549294418,0.940531481
chr8:69760976-69764998_RP11-865I6.2_ENSG00000254337.1,0.00396405,0.824747766,0.940531481
chr8:121064418-121068440_RP11-760H22.2_ENSG00000254343.2,-0.026056759,0.336201726,0.940531481
chr8:75512009-75779174_RP11-758M4.1_ENSG00000254349.1,0.00300981,0.905291154,0.940531481
chr5:139536903-139552636_CTB-131B5.5_ENSG00000254363.2,0.014077253,0.635883161,0.940531481
chr7:27145802-27197555_HOXA-AS3_ENSG00000254369.2,-0.014844975,0.086664089,0.559738703
chr15:83188578-83195251_GOLGA6L10_ENSG00000254374.2,-0.020469616,0.372628022,0.940531481
chr8:94861788-94862303_RP3-388N13.2_ENSG00000254387.1,0.001914981,0.843390854,0.940531481
chr11:9406168-9469673_CTD-2371O3.2_ENSG00000254397.1,-0.041110824,0.049277902,0.432398236
chr8:145743375-145754516_LRRC24_ENSG00000254402.2,0.006818412,0.852140424,0.940531481
chr22:51007289-51052409_CHKB-CPT1B_ENSG00000254413.4,0.008048293,0.781174396,0.940531481
chr11:69918539-69921575_ANO1-AS2_ENSG00000254417.1,0.007840215,0.831872859,0.940531481
chr11:101981191-102104154_RP11-864G5.3_ENSG00000254422.1,0.007967497,0.712058508,0.940531481
chr11:118868851-118901616_RP11-110I1.11_ENSG00000254428.1,0.005707587,0.809897428,0.940531481
chr11:74971170-74972069_CTD-2562J17.7_ENSG00000254429.1,-0.006193968,0.102490002,0.602582428
chr8:61591336-61779465_RP11-33I11.2_ENSG00000254432.1,0.01095553,0.63306897,0.940531481
chr11:105921824-105972702_RP11-677I18.3_ENSG00000254433.1,0.007187956,0.845085576,0.940531481
chr6:138483057-138665800_PBOV1_ENSG00000254440.2,-0.024466244,0.07125755,0.51778412
chr11:123396343-123498482_SF3A3P2_ENSG00000254449.1,0.006839799,0.778549991,0.940531481
chr11:66036003-66056641_RP11-867G23.4_ENSG00000254452.1,-0.146749658,0.021710079,0.271761241
chr11:77532154-77705724_RP11-91P24.7_ENSG00000254459.1,0.01308916,0.687290579,0.940531481
chr11:43333512-43516483_RP11-484D2.3_ENSG00000254463.1,0.029113927,0.391047237,0.940531481
chr11:71576554-71639700_RP11-849H4.2_ENSG00000254469.3,0.028577543,0.387568891,0.940531481
chr11:59480295-59573354_AP000640.10_ENSG00000254477.1,0.013866177,0.613267437,0.940531481
chr11:64851694-64883856_AP003068.9_ENSG00000254501.1,-0.233104671,0.00121492,0.039082414
chr19:17516502-17544533_CTD-2521M24.4_ENSG00000254503.1,0.00495178,0.882909563,0.940531481
chr14:24641061-24708448_CHMP4A_ENSG00000254505.4,-0.115639462,0.14456265,0.705808147
chr11:45743857-45765801_CTD-2210P24.1_ENSG00000254519.1,0.003051183,0.835408519,0.940531481
chr4:101944565-102270040_AP001816.1_ENSG00000254531.1,0.066697574,0.10023082,0.596625993
chr8:74332238-74791145_RP11-463D19.1_ENSG00000254538.1,0.008331716,0.821249697,0.940531481
chr11:19372270-20143144_NAV2-AS3_ENSG00000254542.1,0.031054272,0.387401656,0.940531481
chr8:10753554-11058875_AF131215.4_ENSG00000254556.1,0.038628067,0.616643325,0.940531481
chr11:127114-207428_RP11-304M2.5_ENSG00000254559.1,0.008267956,0.75942705,0.940531481
chr11:27062271-27241660_RP11-1L12.3_ENSG00000254560.1,0.001732432,0.844453738,0.940531481
chr9:102668914-102732618_RP11-60I3.4_ENSG00000254571.1,-0.021343447,0.368346195,0.940531481
chr11:43333512-43516483_RP11-484D2.4_ENSG00000254577.1,-0.02025119,0.077739865,0.532740728
chr8:145674964-145691060_CTD-2517M22.16_ENSG00000254578.1,0.038160938,0.335380687,0.940531481
chr11:31806339-32127301_RP1-17K7.2_ENSG00000254584.1,0.015782015,0.589789046,0.940531481
chr11:71576554-71639700_OR7E126P_ENSG00000254593.1,0.0132466,0.682536183,0.940531481
chr11:6502676-6614988_CTD-2010I16.1_ENSG00000254595.1,0.001909103,0.913710067,0.940531481
chr11:69831981-69867165_RP11-626H12.2_ENSG00000254605.1,0.014561108,0.647176983,0.940531481
chr16:14821138-14827204_RP11-719K4.3_ENSG00000254609.1,-0.185492337,0.001404314,0.043346642
chr11:67702033-67707245_RP5-903G2.2_ENSG00000254610.1,0.006268066,0.862075027,0.940531481
chr11:64945076-64979477_AP003068.23_ENSG00000254614.1,0.000601001,0.920591978,0.940531481
chr8:107282371-107764922_RP11-395G23.3_ENSG00000254615.2,-0.008031779,0.098997768,0.593727111
chr11:74041362-74197096_RP11-702H23.4_ENSG00000254631.1,0.004181121,0.825771451,0.940531481
chr16:29262828-29519817_RP11-231C14.3_ENSG00000254634.3,0.033333915,0.339154521,0.940531481
chr10:28811580-28912041_WAC-AS1_ENSG00000254635.1,-0.228074086,0.000338316,0.015717119
chr11:45950870-46142985_RP11-702F3.1_ENSG00000254653.1,0.001106865,0.918270847,0.940531481
chr11:57093076-57103351_RP11-872D17.4_ENSG00000254662.1,-0.024970895,0.337297437,0.940531481
chr11:8703957-8932498_RP11-152H18.3_ENSG00000254665.1,0.036891617,0.510552399,0.940531481
chr11:82868029-83134559_RP11-727A23.4_ENSG00000254676.1,0.024710762,0.319664115,0.940531481
chr11:12115542-12285334_RP11-265D17.2_ENSG00000254680.1,0.003906439,0.749297694,0.940531481
chr11:71139238-71163914_RP11-660L16.2_ENSG00000254682.1,0.027676577,0.40737032,0.940531481
chr1:74663895-75010112_FPGT_ENSG00000254685.2,0.001496245,0.916203518,0.940531481
chr8:54090130-54164257_RP11-162D9.3_ENSG00000254687.1,0.074943647,0.073220074,0.522119228
chr11:12695968-12966298_RP11-47J17.3_ENSG00000254688.1,0.014267725,0.647975179,0.940531481
chr8:145515279-145538801_GS1-393G12.12_ENSG00000254690.1,0.079484706,0.132518481,0.677079276
chr11:126071992-126148026_RP11-50B3.4_ENSG00000254694.1,0.017336195,0.601888095,0.940531481
chr5:69435401-69503572_RP11-1415C14.4_ENSG00000254701.2,-0.024058714,0.330815226,0.940531481
chr11:34172534-34379555_RP1-145M24.1_ENSG00000254708.1,0.036430215,0.283397001,0.927296874
chr11:9776316-10315754_RP11-351I24.3_ENSG00000254719.1,0.008655894,0.709958535,0.940531481
chr11:70049268-70053496_RP11-805J14.5_ENSG00000254721.1,0.038018282,0.319550795,0.940531481
chr1:156041803-156051789_MEX3A_ENSG00000254726.2,0.00475036,0.813575757,0.940531481
